dfbl_id_key,dt_batch_start,dt_batch_end,dt_probe_from,dt_probe_to,int_batch_status,chv_job_name
685,00:21.6,25:57.0,00:00.0,59:59.0,0,JB_BMS_DAILY
702,41:34.1,42:24.2,00:00.0,41:34.1,0,JB_BMS_DAILY
714,29:45.2,29:48.2,00:00.0,29:45.2,0,JB_BMS_DAILY
715,36:06.9,36:13.2,29:46.2,36:06.9,0,JB_BMS_DAILY
719,37:06.4,36:28.1,00:00.0,59:59.0,0,JB_TAM_WEEKLY
728,00:33.5,NULL,00:00.0,59:59.0,-1,JB_BMS_DAILY
759,30:08.6,03:49.6,00:00.0,59:59.0,0,JB_BMS_DAILY
792,30:07.8,01:45.7,00:00.0,59:59.0,0,JB_BMS_DAILY
812,23:19.5,59:41.5,00:00.0,23:19.5,0,JB_TAM_WEEKLY
837,30:08.9,02:57.8,00:00.0,59:59.0,0,JB_BMS_DAILY
839,30:06.5,59:35.0,00:00.0,59:59.0,0,JB_BMS_DAILY
851,16:14.3,25:36.8,00:00.0,16:14.3,0,JB_TAM_WEEKLY
854,36:01.7,37:59.4,13:35.4,36:01.7,0,JB_TAM_WEEKLY
877,28:09.1,NULL,30:49.6,59:59.0,-1,JB_TAM_WEEKLY
879,19:34.4,49:07.1,30:07.8,59:59.0,0,JB_BMS_DAILY
884,09:58.6,10:04.8,30:08.2,09:58.6,0,JB_BMS_DAILY
887,35:49.9,35:55.3,30:50.8,35:49.9,0,JB_BMS_DAILY
898,30:06.4,57:15.7,00:00.0,30:06.4,0,JB_BMS_DAILY
907,30:08.4,56:42.0,00:00.0,30:08.4,0,JB_BMS_DAILY
908,30:07.9,NULL,30:09.4,59:59.0,-1,JB_BMS_DAILY
915,30:08.9,57:05.9,00:00.0,30:08.9,0,JB_BMS_DAILY
933,30:06.3,56:16.8,17:12.0,59:59.0,0,JB_BMS_DAILY
937,30:05.2,54:44.2,00:00.0,30:05.2,0,JB_BMS_DAILY
938,30:05.4,55:47.3,30:06.2,59:59.0,0,JB_BMS_DAILY
941,30:05.0,55:25.8,00:00.0,30:05.0,0,JB_BMS_DAILY
952,30:05.8,56:22.0,30:06.0,59:59.0,0,JB_BMS_DAILY
958,30:05.8,54:35.9,30:06.1,59:59.0,0,JB_BMS_DAILY
962,30:05.0,56:05.6,30:06.0,59:59.0,0,JB_BMS_DAILY
975,30:05.0,52:55.2,00:00.0,30:05.0,0,JB_BMS_DAILY
985,30:05.1,55:35.1,00:00.0,30:05.1,0,JB_BMS_DAILY
988,30:05.1,55:18.1,00:00.0,30:05.1,0,JB_BMS_DAILY
997,30:05.8,54:13.5,30:06.6,59:59.0,0,JB_BMS_DAILY
998,30:05.4,53:57.8,00:00.0,30:05.4,0,JB_BMS_DAILY
1001,30:07.4,55:01.9,30:06.5,59:59.0,0,JB_BMS_DAILY
1003,12:42.5,28:30.9,02:53.6,59:59.0,0,JB_TAM_WEEKLY
1004,30:10.7,54:14.7,30:09.2,59:59.0,0,JB_BMS_DAILY
1007,30:05.7,55:06.6,00:00.0,59:59.0,0,JB_BMS_DAILY
1011,30:05.3,54:39.1,00:00.0,30:05.3,0,JB_BMS_DAILY
1015,30:05.6,54:07.6,00:00.0,30:05.6,0,JB_BMS_DAILY
1017,30:05.8,56:52.7,30:06.6,59:59.0,0,JB_BMS_DAILY
1018,30:05.4,54:56.3,00:00.0,30:05.4,0,JB_BMS_DAILY
1019,30:05.8,56:27.1,30:06.4,59:59.0,0,JB_BMS_DAILY
1020,30:05.3,54:09.0,00:00.0,59:59.0,0,JB_BMS_DAILY
1021,30:05.3,55:53.6,00:00.0,59:59.0,0,JB_BMS_DAILY
1022,30:06.0,53:46.6,00:00.0,30:06.0,0,JB_BMS_DAILY
1024,30:05.2,53:16.6,00:00.0,30:05.2,0,JB_BMS_DAILY
1025,30:07.2,54:05.2,30:06.2,59:59.0,0,JB_BMS_DAILY
1027,30:05.8,54:13.4,30:06.3,59:59.0,0,JB_BMS_DAILY
1033,30:05.6,54:50.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1034,30:05.5,55:38.6,00:00.0,59:59.0,0,JB_BMS_DAILY
1037,30:05.3,53:37.7,00:00.0,30:05.3,0,JB_BMS_DAILY
1044,30:05.3,57:23.4,11:53.6,59:59.0,0,JB_BMS_DAILY
1045,30:05.4,55:52.5,00:00.0,30:05.4,0,JB_BMS_DAILY
1049,30:05.9,55:33.1,00:00.0,30:05.9,0,JB_BMS_DAILY
1052,30:05.0,57:27.4,00:00.0,59:59.0,0,JB_BMS_DAILY
1053,30:05.9,NULL,00:00.0,30:05.9,-1,JB_BMS_DAILY
1055,30:05.3,54:32.5,00:00.0,30:05.3,0,JB_BMS_DAILY
1056,30:05.7,56:07.1,30:06.3,59:59.0,0,JB_BMS_DAILY
1059,30:05.5,55:37.4,00:00.0,30:05.5,0,JB_BMS_DAILY
1060,02:14.9,11:51.9,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1062,57:27.6,57:32.1,54:12.4,57:27.6,0,JB_BMS_DAILY
1063,30:05.7,57:08.4,57:28.6,59:59.0,0,JB_BMS_DAILY
1068,30:12.0,23:13.7,00:00.0,59:59.0,0,JB_BMS_DAILY
1071,16:37.9,34:03.4,00:00.0,16:37.9,0,JB_BMS_DAILY
1073,30:46.8,42:45.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1077,31:16.5,02:12.2,00:00.0,59:59.0,0,JB_BMS_DAILY
1081,30:57.4,42:02.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1088,31:45.2,55:08.7,00:00.0,59:59.0,0,JB_BMS_DAILY
1089,31:40.1,46:08.7,00:00.0,59:59.0,0,JB_BMS_DAILY
1091,40:42.4,30:46.3,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1096,27:48.0,27:52.4,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1098,31:33.0,58:38.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1105,31:23.7,14:54.2,00:00.0,59:59.0,0,JB_BMS_DAILY
1107,30:12.4,17:01.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1109,31:25.4,14:09.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1111,31:56.4,59:43.2,00:00.0,59:59.0,0,JB_BMS_DAILY
1113,31:42.8,02:25.0,00:00.0,59:59.0,0,JB_BMS_DAILY
1116,12:56.5,13:03.2,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1118,53:28.9,54:51.4,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1122,44:13.3,47:55.5,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1125,56:43.2,NULL,00:00.0,59:59.0,-1,JB_TAM_WEEKLY
1126,57:07.3,NULL,00:00.0,59:59.0,-1,JB_TAM_WEEKLY
1129,28:46.5,34:03.4,58:57.0,59:59.0,0,JB_TAM_WEEKLY
1134,42:58.9,47:20.9,17:27.3,59:59.0,0,JB_TAM_WEEKLY
1135,32:25.9,37:05.5,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1139,07:41.8,12:07.4,00:00.0,59:59.0,0,JB_TAM_WEEKLY
39,36:01.2,NULL,00:00.0,59:59.0,-1,JB_MONTHLY_BUDGET_REVENUE
67,54:53.6,09:07.4,00:00.0,59:59.0,0,JB_BMS_DAILY
72,03:09.5,43:39.4,14:42.1,59:59.0,0,JB_TAM_WEEKLY
80,10:31.0,36:23.4,00:00.0,10:31.0,0,JB_TAM_WEEKLY
175,00:16.2,20:45.4,00:00.0,59:59.0,0,JB_BMS_DAILY
177,00:16.8,17:54.1,54:27.3,59:59.0,0,JB_BMS_DAILY
236,00:38.9,17:29.2,00:00.0,59:59.0,0,JB_BMS_DAILY
269,01:03.0,17:18.3,00:00.0,59:59.0,0,JB_BMS_DAILY
277,00:41.5,17:15.0,00:00.0,59:59.0,0,JB_BMS_DAILY
279,00:21.2,18:33.0,00:00.0,59:59.0,0,JB_BMS_DAILY
282,00:56.6,17:52.9,00:00.0,59:59.0,0,JB_BMS_DAILY
290,00:44.5,17:05.0,00:00.0,59:59.0,0,JB_BMS_DAILY
297,00:14.3,17:36.1,00:00.0,59:59.0,0,JB_BMS_DAILY
309,00:44.7,17:40.6,00:00.0,59:59.0,0,JB_BMS_DAILY
321,01:00.7,22:33.9,00:00.0,59:59.0,0,JB_BMS_DAILY
335,00:52.2,18:52.5,00:00.0,59:59.0,0,JB_BMS_DAILY
351,00:44.0,18:43.8,28:39.9,59:59.0,0,JB_BMS_DAILY
357,00:36.7,18:05.7,00:00.0,59:59.0,0,JB_BMS_DAILY
363,00:39.1,18:04.8,00:00.0,59:59.0,0,JB_BMS_DAILY
389,15:25.1,37:46.9,00:00.0,59:59.0,0,JB_TAM_WEEKLY
394,00:50.4,18:26.9,00:00.0,59:59.0,0,JB_BMS_DAILY
402,32:10.9,43:49.7,00:00.0,59:59.0,0,JB_TAM_WEEKLY
408,00:06.8,17:18.1,00:00.0,00:06.8,0,JB_BMS_DAILY
425,00:03.2,16:38.4,00:00.0,00:03.2,0,JB_BMS_DAILY
453,00:04.7,17:34.8,00:00.0,00:04.7,0,JB_BMS_DAILY
463,30:34.8,44:26.2,00:00.0,59:59.0,0,JB_TAM_WEEKLY
487,01:04.6,18:54.3,00:09.4,59:59.0,0,JB_BMS_DAILY
512,00:04.3,18:45.2,00:00.0,00:04.3,0,JB_BMS_DAILY
562,00:18.6,19:57.0,00:06.2,59:59.0,0,JB_BMS_DAILY
568,00:31.0,20:20.2,00:05.8,59:59.0,0,JB_BMS_DAILY
594,38:30.6,34:39.3,00:00.0,59:59.0,0,JB_TAM_WEEKLY
606,00:50.7,20:06.7,00:00.0,59:59.0,0,JB_BMS_DAILY
608,00:20.9,NULL,00:00.0,59:59.0,-1,JB_BMS_DAILY
623,00:40.4,22:10.7,00:00.0,59:59.0,0,JB_BMS_DAILY
639,20:20.4,54:17.8,00:00.0,59:59.0,0,JB_TAM_WEEKLY
641,00:18.9,21:04.7,00:00.0,59:59.0,0,JB_BMS_DAILY
651,00:19.0,21:20.7,00:00.0,59:59.0,0,JB_BMS_DAILY
682,00:49.5,23:58.5,00:00.0,59:59.0,0,JB_BMS_DAILY
686,00:26.3,25:28.7,00:00.0,59:59.0,0,JB_BMS_DAILY
688,31:48.0,29:39.3,00:00.0,59:59.0,0,JB_TAM_WEEKLY
738,31:21.0,31:30.6,00:00.0,31:21.0,0,JB_BMS_DAILY
739,15:22.5,NULL,00:00.0,59:59.0,-1,JB_TAM_WEEKLY
795,30:10.2,03:45.9,00:00.0,59:59.0,0,JB_BMS_DAILY
890,30:07.8,00:48.0,57:08.4,59:59.0,0,JB_BMS_DAILY
905,30:13.4,59:57.8,00:00.0,59:59.0,0,JB_BMS_DAILY
917,30:06.7,00:11.8,30:09.9,59:59.0,0,JB_BMS_DAILY
927,30:06.5,58:30.8,00:00.0,30:06.5,0,JB_BMS_DAILY
980,30:04.9,54:04.5,30:06.1,59:59.0,0,JB_BMS_DAILY
1010,30:06.1,56:32.8,30:07.1,59:59.0,0,JB_BMS_DAILY
1029,44:44.5,54:12.4,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1031,30:05.6,54:03.2,00:00.0,30:05.6,0,JB_BMS_DAILY
1041,00:05.8,NULL,24:52.9,59:59.0,-1,JB_MONTHLY_BUDGET_REVENUE
1042,11:52.6,45:31.9,30:09.7,11:52.6,0,JB_BMS_DAILY
1051,30:05.4,56:39.0,00:00.0,59:59.0,0,JB_BMS_DAILY
1054,30:05.1,55:59.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1066,31:11.4,08:40.1,00:00.0,59:59.0,0,JB_BMS_DAILY
1075,53:22.4,19:11.5,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1079,31:30.8,53:29.5,00:00.0,59:59.0,0,JB_BMS_DAILY
1080,31:23.6,45:41.2,00:00.0,59:59.0,0,JB_BMS_DAILY
1082,30:54.6,45:07.4,00:00.0,59:59.0,0,JB_BMS_DAILY
1086,31:32.4,07:22.9,00:00.0,59:59.0,0,JB_BMS_DAILY
1114,58:03.3,23:47.6,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1120,56:58.7,18:02.4,03:46.1,59:59.0,0,JB_TAM_WEEKLY
1124,54:36.1,NULL,00:00.0,59:59.0,-1,JB_TAM_WEEKLY
1127,13:55.9,20:09.9,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1130,41:32.9,41:37.5,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1131,30:40.4,36:52.0,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1132,58:08.6,03:27.3,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1140,36:31.2,41:30.7,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1144,15:21.7,15:25.1,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1146,58:28.0,14:21.4,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1148,22:02.1,29:53.5,18:39.9,59:59.0,0,JB_TAM_WEEKLY
1149,39:23.8,39:27.1,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1152,36:57.8,37:01.1,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1153,43:23.1,59:17.3,00:00.0,59:59.0,0,JB_TAM_WEEKLY
48,40:52.0,35:17.7,42:01.4,59:59.0,0,JB_TAM_WEEKLY
58,42:33.5,03:04.1,00:00.0,42:33.5,0,JB_TAM_WEEKLY
87,52:58.6,23:40.6,10:53.9,52:58.6,0,JB_TAM_WEEKLY
126,43:01.8,12:59.2,48:28.5,43:01.8,0,JB_TAM_WEEKLY
189,00:35.5,18:09.2,00:00.0,59:59.0,0,JB_BMS_DAILY
196,00:39.7,18:33.5,00:00.0,59:59.0,0,JB_BMS_DAILY
204,00:23.7,18:45.9,00:00.0,59:59.0,0,JB_BMS_DAILY
233,57:15.8,10:20.9,55:38.8,59:59.0,0,JB_TAM_WEEKLY
250,59:49.9,17:12.7,00:00.0,59:49.9,0,JB_BMS_DAILY
255,00:36.2,18:35.7,00:00.0,59:59.0,0,JB_BMS_DAILY
267,07:58.0,20:40.2,00:00.0,59:59.0,0,JB_TAM_WEEKLY
299,00:25.9,17:44.0,00:00.0,59:59.0,0,JB_BMS_DAILY
306,00:26.3,17:16.1,00:00.0,59:59.0,0,JB_BMS_DAILY
313,00:22.7,20:34.6,00:00.0,59:59.0,0,JB_BMS_DAILY
318,31:14.4,02:58.6,00:00.0,59:59.0,0,JB_TAM_WEEKLY
349,00:50.3,17:38.4,00:00.0,59:59.0,0,JB_BMS_DAILY
378,00:31.3,17:18.0,00:00.0,59:59.0,0,JB_BMS_DAILY
392,00:59.9,19:30.0,00:06.7,59:59.0,0,JB_BMS_DAILY
400,00:31.1,17:52.6,00:05.9,59:59.0,0,JB_BMS_DAILY
415,23:04.9,33:43.8,00:00.0,59:59.0,0,JB_TAM_WEEKLY
441,23:34.2,37:04.3,00:00.0,59:59.0,0,JB_TAM_WEEKLY
448,00:23.7,19:55.5,00:06.7,59:59.0,0,JB_BMS_DAILY
472,01:10.3,20:22.1,00:06.3,59:59.0,0,JB_BMS_DAILY
478,00:40.2,17:51.7,00:00.0,59:59.0,0,JB_BMS_DAILY
520,00:04.5,18:59.6,00:00.0,00:04.5,0,JB_BMS_DAILY
523,00:40.7,18:48.5,00:06.0,59:59.0,0,JB_BMS_DAILY
527,00:04.7,19:01.8,00:00.0,00:04.7,0,JB_BMS_DAILY
529,08:36.0,08:38.9,00:00.0,08:36.0,0,JB_MONTHLY_BUDGET_REVENUE
530,09:24.3,09:27.3,08:37.0,09:24.3,0,JB_MONTHLY_BUDGET_REVENUE
551,00:04.5,18:43.1,00:00.0,00:04.5,0,JB_BMS_DAILY
556,00:53.5,20:54.6,00:05.9,59:59.0,0,JB_BMS_DAILY
583,00:06.9,19:10.9,00:00.0,00:06.9,0,JB_BMS_DAILY
614,14:57.6,15:00.4,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
643,00:29.6,19:56.2,00:00.0,59:59.0,0,JB_BMS_DAILY
650,00:40.5,21:54.0,00:00.0,59:59.0,0,JB_BMS_DAILY
662,00:18.0,22:49.7,00:00.0,59:59.0,0,JB_BMS_DAILY
664,35:05.2,33:32.6,00:00.0,59:59.0,0,JB_TAM_WEEKLY
689,52:12.9,52:16.4,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
691,21:51.4,45:12.8,00:00.0,21:51.4,0,JB_BMS_DAILY
692,56:18.5,08:45.3,21:52.4,56:18.5,0,JB_BMS_DAILY
694,18:14.3,18:18.4,15:35.9,18:14.3,0,JB_BMS_DAILY
695,19:50.3,19:53.8,18:15.3,19:50.3,0,JB_BMS_DAILY
696,23:15.8,23:19.2,19:51.3,23:15.8,0,JB_BMS_DAILY
704,00:27.1,23:58.2,00:00.0,59:59.0,0,JB_BMS_DAILY
737,48:41.0,16:09.8,21:11.7,59:59.0,0,JB_BMS_DAILY
748,09:05.4,09:09.7,00:00.0,09:05.4,0,JB_MONTHLY_BUDGET_REVENUE
753,10:35.0,14:17.0,00:00.0,59:59.0,0,JB_TAM_WEEKLY
785,30:08.1,01:46.0,41:50.4,59:59.0,0,JB_BMS_DAILY
838,28:27.7,41:05.8,41:55.9,59:59.0,0,JB_TAM_WEEKLY
859,30:06.1,00:28.1,00:00.0,59:59.0,0,JB_BMS_DAILY
868,30:07.0,01:23.9,00:00.0,59:59.0,0,JB_BMS_DAILY
923,56:01.2,NULL,00:00.0,59:59.0,-1,JB_TAM_WEEKLY
947,30:05.9,55:24.4,30:06.8,59:59.0,0,JB_BMS_DAILY
957,30:05.1,51:44.5,00:00.0,30:05.1,0,JB_BMS_DAILY
974,30:05.3,54:03.9,30:06.1,59:59.0,0,JB_BMS_DAILY
984,30:05.4,56:11.4,30:06.1,59:59.0,0,JB_BMS_DAILY
986,52:38.9,52:42.1,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1000,30:05.5,55:03.0,00:00.0,30:05.5,0,JB_BMS_DAILY
1009,30:06.1,53:53.6,00:00.0,30:06.1,0,JB_BMS_DAILY
1012,30:05.9,56:48.4,30:06.3,59:59.0,0,JB_BMS_DAILY
1014,30:05.4,55:19.3,30:06.4,59:59.0,0,JB_BMS_DAILY
1016,38:36.5,50:41.6,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1090,31:29.9,44:33.6,00:00.0,59:59.0,0,JB_BMS_DAILY
1092,31:31.3,50:09.5,00:00.0,59:59.0,0,JB_BMS_DAILY
1103,32:16.4,10:41.4,00:00.0,59:59.0,0,JB_BMS_DAILY
1136,07:51.0,13:04.9,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1141,50:04.5,51:44.9,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1142,15:32.3,15:35.6,00:00.0,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
1147,18:38.9,27:01.8,00:00.0,18:38.9,0,JB_TAM_WEEKLY
1150,16:11.7,28:52.6,00:00.0,59:59.0,0,JB_TAM_WEEKLY
90,58:45.5,NULL,58:38.7,58:45.5,-1,JB_TAM_WEEKLY
91,59:41.9,20:50.2,58:38.7,59:41.9,0,JB_TAM_WEEKLY
95,34:06.3,54:14.3,49:36.4,34:06.3,0,JB_TAM_WEEKLY
96,52:57.5,14:15.6,34:07.3,59:59.0,0,JB_TAM_WEEKLY
109,20:14.5,51:09.6,19:26.3,20:14.5,0,JB_TAM_WEEKLY
115,11:40.4,48:00.0,00:00.0,11:40.4,0,JB_TAM_WEEKLY
172,00:24.4,18:30.9,00:00.0,59:59.0,0,JB_BMS_DAILY
173,00:42.2,19:09.5,00:00.0,59:59.0,0,JB_BMS_DAILY
183,00:23.7,17:09.7,00:00.0,59:59.0,0,JB_BMS_DAILY
192,00:39.8,18:12.1,00:00.0,59:59.0,0,JB_BMS_DAILY
225,00:33.9,20:40.6,00:00.0,59:59.0,0,JB_BMS_DAILY
248,01:05.4,18:49.9,00:00.0,59:59.0,0,JB_BMS_DAILY
272,00:53.7,17:59.4,00:00.0,59:59.0,0,JB_BMS_DAILY
302,35:11.0,59:30.1,00:00.0,59:59.0,0,JB_TAM_WEEKLY
303,00:46.3,15:18.3,00:00.0,59:59.0,0,JB_BMS_DAILY
304,00:49.4,18:31.9,00:00.0,59:59.0,0,JB_BMS_DAILY
311,00:31.2,19:04.0,00:00.0,59:59.0,0,JB_BMS_DAILY
317,00:43.3,19:54.4,00:00.0,59:59.0,0,JB_BMS_DAILY
337,01:03.8,18:57.5,00:00.0,59:59.0,0,JB_BMS_DAILY
341,00:43.6,17:39.7,00:00.0,59:59.0,0,JB_BMS_DAILY
372,00:59.1,18:54.5,00:00.0,59:59.0,0,JB_BMS_DAILY
409,01:09.7,18:44.8,00:07.8,59:59.0,0,JB_BMS_DAILY
419,00:32.7,18:42.7,00:00.0,59:59.0,0,JB_BMS_DAILY
437,00:54.9,19:21.0,00:06.5,59:59.0,0,JB_BMS_DAILY
446,00:30.1,18:25.5,00:00.0,59:59.0,0,JB_BMS_DAILY
480,01:10.1,19:08.8,00:06.4,59:59.0,0,JB_BMS_DAILY
505,00:07.9,18:05.2,00:00.0,00:07.9,0,JB_BMS_DAILY
522,00:05.0,18:48.4,00:00.0,00:05.0,0,JB_BMS_DAILY
526,00:18.9,21:23.1,00:05.9,59:59.0,0,JB_BMS_DAILY
531,24:24.1,24:27.1,09:25.3,24:24.1,0,JB_MONTHLY_BUDGET_REVENUE
532,25:08.3,25:11.2,24:25.1,25:08.3,0,JB_MONTHLY_BUDGET_REVENUE
533,25:47.2,25:50.2,25:09.3,25:47.2,0,JB_MONTHLY_BUDGET_REVENUE
557,00:20.1,21:14.3,00:00.0,59:59.0,0,JB_BMS_DAILY
612,35:02.6,44:30.5,00:00.0,59:59.0,0,JB_TAM_WEEKLY
626,00:39.7,21:02.8,00:00.0,59:59.0,0,JB_BMS_DAILY
633,00:34.7,20:34.8,46:21.3,59:59.0,0,JB_BMS_DAILY
635,00:14.6,20:11.1,00:00.0,59:59.0,0,JB_BMS_DAILY
670,00:16.7,22:47.0,00:00.0,59:59.0,0,JB_BMS_DAILY
679,00:35.0,23:22.0,00:00.0,59:59.0,0,JB_BMS_DAILY
681,00:42.1,25:15.7,00:00.0,59:59.0,0,JB_BMS_DAILY
722,00:46.4,23:33.8,00:00.0,59:59.0,0,JB_BMS_DAILY
735,34:16.5,34:29.8,00:00.0,34:16.5,0,JB_BMS_DAILY
749,30:07.6,01:32.5,00:00.0,59:59.0,0,JB_BMS_DAILY
750,30:07.9,04:17.7,00:00.0,59:59.0,0,JB_BMS_DAILY
763,03:28.4,03:33.8,09:06.4,59:59.0,0,JB_MONTHLY_BUDGET_REVENUE
764,12:54.3,12:58.7,00:00.0,12:54.3,0,JB_MONTHLY_BUDGET_REVENUE
797,30:07.7,05:06.5,00:00.0,59:59.0,0,JB_BMS_DAILY
836,41:54.9,44:04.3,00:00.0,41:54.9,0,JB_TAM_WEEKLY
842,33:33.4,NULL,00:00.0,59:59.0,-1,JB_TAM_WEEKLY
843,14:25.7,NULL,00:00.0,59:59.0,-1,JB_TAM_WEEKLY
848,30:06.6,59:15.3,00:00.0,59:59.0,0,JB_BMS_DAILY
852,09:47.6,09:53.3,00:00.0,09:47.6,0,JB_BMS_DAILY
863,52:03.9,58:55.8,36:02.7,59:59.0,0,JB_TAM_WEEKLY
864,30:48.6,41:58.9,00:00.0,30:48.6,0,JB_TAM_WEEKLY
883,30:07.2,57:26.8,00:00.0,30:07.2,0,JB_BMS_DAILY
972,30:05.1,53:38.1,00:00.0,30:05.1,0,JB_BMS_DAILY
973,20:33.6,26:32.0,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1005,30:05.6,55:16.7,00:00.0,30:05.6,0,JB_BMS_DAILY
1030,30:09.5,54:44.3,30:06.1,59:59.0,0,JB_BMS_DAILY
1070,30:11.7,25:59.5,00:00.0,59:59.0,0,JB_BMS_DAILY
1087,31:34.9,47:58.4,00:00.0,59:59.0,0,JB_BMS_DAILY
1095,31:37.1,52:17.8,00:00.0,59:59.0,0,JB_BMS_DAILY
1108,24:34.2,50:33.3,00:00.0,59:59.0,0,JB_TAM_WEEKLY
1112,31:32.6,05:23.4,00:00.0,59:59.0,0,JB_BMS_DAILY
214,56:16.2,NULL,06:11.1,59:59.0,-1,JB_TAM_WEEKLY
217,18:59.6,NULL,06:11.1,59:59.0,-1,JB_TAM_WEEKLY
218,30:58.9,NULL,06:11.1,59:59.0,-1,JB_TAM_WEEKLY
219,44:41.4,56:43.6,06:11.1,59:59.0,0,JB_TAM_WEEKLY
229,01:08.6,18:22.2,00:00.0,59:59.0,0,JB_BMS_DAILY
238,00:44.5,17:20.4,00:00.0,59:59.0,0,JB_BMS_DAILY
270,01:08.5,18:56.3,00:00.0,59:59.0,0,JB_BMS_DAILY
283,00:21.4,17:35.7,00:00.0,59:59.0,0,JB_BMS_DAILY
291,01:01.7,17:47.2,00:00.0,59:59.0,0,JB_BMS_DAILY
294,24:42.7,39:56.9,32:04.4,59:59.0,0,JB_TAM_WEEKLY
382,00:39.8,18:50.7,00:00.0,59:59.0,0,JB_BMS_DAILY
416,00:17.2,18:03.8,00:06.8,59:59.0,0,JB_BMS_DAILY
434,00:06.3,17:38.5,00:00.0,00:06.3,0,JB_BMS_DAILY
440,01:18.1,NULL,00:00.0,01:18.1,-1,JB_BMS_DAILY
458,00:30.2,18:10.2,00:00.0,59:59.0,0,JB_BMS_DAILY
489,00:46.9,19:02.1,00:06.4,59:59.0,0,JB_BMS_DAILY
552,00:15.8,20:37.6,00:05.5,59:59.0,0,JB_BMS_DAILY
566,27:31.2,19:34.9,00:00.0,59:59.0,0,JB_TAM_WEEKLY
572,00:40.2,19:12.1,00:00.0,59:59.0,0,JB_BMS_DAILY
578,00:04.8,19:49.0,00:00.0,00:04.8,0,JB_BMS_DAILY
592,01:02.3,20:58.3,00:00.0,59:59.0,0,JB_BMS_DAILY
610,31:00.0,54:01.3,00:00.0,59:59.0,0,JB_BMS_DAILY
617,00:41.8,20:38.5,00:00.0,59:59.0,0,JB_BMS_DAILY
636,00:54.2,22:08.8,00:00.0,59:59.0,0,JB_BMS_DAILY
645,00:32.5,21:28.0,00:00.0,59:59.0,0,JB_BMS_DAILY
647,00:56.2,06:24.7,00:00.0,59:59.0,0,JB_TAM_WEEKLY
660,00:19.5,23:51.0,00:00.0,59:59.0,0,JB_BMS_DAILY
678,00:30.8,23:57.6,00:00.0,59:59.0,0,JB_BMS_DAILY
684,00:26.5,22:16.5,00:00.0,59:59.0,0,JB_BMS_DAILY
712,41:26.1,41:29.4,00:00.0,41:26.1,0,JB_BMS_DAILY
721,00:16.8,25:19.7,00:00.0,59:59.0,0,JB_BMS_DAILY
744,30:07.3,00:06.1,25:32.2,59:59.0,0,JB_BMS_DAILY
761,42:37.3,23:45.7,00:00.0,59:59.0,0,JB_TAM_WEEKLY
770,30:07.5,03:45.4,00:00.0,59:59.0,0,JB_BMS_DAILY
771,30:06.0,01:32.6,00:00.0,59:59.0,0,JB_BMS_DAILY
790,30:06.5,59:35.4,00:00.0,59:59.0,0,JB_BMS_DAILY
793,30:08.4,03:31.7,00:00.0,59:59.0,0,JB_BMS_DAILY
794,30:06.5,59:37.3,00:00.0,59:59.0,0,JB_BMS_DAILY
798,30:08.0,59:47.4,00:00.0,59:59.0,0,JB_BMS_DAILY
807,30:08.5,00:41.0,32:36.5,59:59.0,0,JB_BMS_DAILY
828,30:06.4,00:41.6,00:00.0,59:59.0,0,JB_BMS_DAILY
871,30:06.9,00:32.2,30:09.8,59:59.0,0,JB_BMS_DAILY
