FROMDATE,TODATE,DAYPART,CHANNEL,PIVOT_SEQ,PIVOT_HDR1,PIVOT_DATA1
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,5,DayPart 2:Z Zee TV,6057
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,6,DayPart 2:Star Plus,8202
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,7,DayPart 2:SONY ENTERTAINMENT TV,4341
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,8,DayPart 2:Colors Viacom18,6533
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,9,DayPart 3:Z Zee TV,8114
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,10,DayPart 3:Star Plus,6410
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,11,DayPart 3:SONY ENTERTAINMENT TV,6326
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,12,DayPart 3:Colors Viacom18,6490
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,13,DayPart 4:Z Zee TV,8584
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,14,DayPart 4:Star Plus,6394
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,15,DayPart 4:SONY ENTERTAINMENT TV,14831
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,16,DayPart 4:Colors Viacom18,6110
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,17,DayPart 5:Z Zee TV,8969
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,18,DayPart 5:Star Plus,9293
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,19,DayPart 5:SONY ENTERTAINMENT TV,26227
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,20,DayPart 5:Colors Viacom18,6005
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,21,DayPart 6:Z Zee TV,7984
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,22,DayPart 6:Star Plus,8105
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,23,DayPart 6:SONY ENTERTAINMENT TV,12749
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,24,DayPart 6:Colors Viacom18,4663
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,25,DayPart 7:Z Zee TV,5468
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,26,DayPart 7:Star Plus,5945
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,27,DayPart 7:SONY ENTERTAINMENT TV,7852
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,28,DayPart 7:Colors Viacom18,5030
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,29,DayPart 8:Z Zee TV,4742
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,30,DayPart 8:Star Plus,4614
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,31,DayPart 8:SONY ENTERTAINMENT TV,5946
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,32,DayPart 8:Colors Viacom18,4544
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,33,DayPart 9:Z Zee TV,2851
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,34,DayPart 9:Star Plus,4438
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,35,DayPart 9:SONY ENTERTAINMENT TV,4689
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,36,DayPart 9:Colors Viacom18,2350
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,37,DayPart 10:Z Zee TV,1662
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,38,DayPart 10:Star Plus,2829
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,39,DayPart 10:SONY ENTERTAINMENT TV,2701
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,40,DayPart 10:Colors Viacom18,1393
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,41,DayPart 11:Z Zee TV,31
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,42,DayPart 11:Star Plus,21
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,43,DayPart 11:SONY ENTERTAINMENT TV,27
9/7/2014,9/13/2014,DayPart 5,SONY ENTERTAINMENT TV,44,DayPart 11:Colors Viacom18,29
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,1,DayPart 1:Z Zee TV,4694
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,2,DayPart 1:Star Plus,8484
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,3,DayPart 1:SONY ENTERTAINMENT TV,1546
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,4,DayPart 1:Colors Viacom18,7505
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,5,DayPart 2:Z Zee TV,5579
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,6,DayPart 2:Star Plus,8241
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,7,DayPart 2:SONY ENTERTAINMENT TV,2182
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,8,DayPart 2:Colors Viacom18,11882
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,9,DayPart 3:Z Zee TV,7481
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,10,DayPart 3:Star Plus,6321
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,11,DayPart 3:SONY ENTERTAINMENT TV,2996
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,12,DayPart 3:Colors Viacom18,12859
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,13,DayPart 4:Z Zee TV,8575
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,14,DayPart 4:Star Plus,6112
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,15,DayPart 4:SONY ENTERTAINMENT TV,4375
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,16,DayPart 4:Colors Viacom18,15340
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,17,DayPart 5:Z Zee TV,8729
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,18,DayPart 5:Star Plus,9340
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,19,DayPart 5:SONY ENTERTAINMENT TV,6005
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,20,DayPart 5:Colors Viacom18,21744
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,21,DayPart 6:Z Zee TV,8418
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,22,DayPart 6:Star Plus,7953
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,23,DayPart 6:SONY ENTERTAINMENT TV,4713
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,24,DayPart 6:Colors Viacom18,11454
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,25,DayPart 7:Z Zee TV,5423
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,26,DayPart 7:Star Plus,6162
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,27,DayPart 7:SONY ENTERTAINMENT TV,4276
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,28,DayPart 7:Colors Viacom18,9416
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,29,DayPart 8:Z Zee TV,4395
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,30,DayPart 8:Star Plus,5480
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,31,DayPart 8:SONY ENTERTAINMENT TV,3108
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,32,DayPart 8:Colors Viacom18,8463
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,33,DayPart 9:Z Zee TV,2784
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,34,DayPart 9:Star Plus,5276
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,35,DayPart 9:SONY ENTERTAINMENT TV,2483
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,36,DayPart 9:Colors Viacom18,5173
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,37,DayPart 10:Z Zee TV,1718
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,38,DayPart 10:Star Plus,3381
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,39,DayPart 10:SONY ENTERTAINMENT TV,1297
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,40,DayPart 10:Colors Viacom18,2636
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,41,DayPart 11:Z Zee TV,45
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,42,DayPart 11:Star Plus,105
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,43,DayPart 11:SONY ENTERTAINMENT TV,30
9/7/2014,9/13/2014,DayPart 5,Colors Viacom18,44,DayPart 11:Colors Viacom18,7
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,1,DayPart 1:Z Zee TV,10887
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,2,DayPart 1:Star Plus,11767
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,3,DayPart 1:SONY ENTERTAINMENT TV,2135
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,4,DayPart 1:Colors Viacom18,5995
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,5,DayPart 2:Z Zee TV,13431
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,6,DayPart 2:Star Plus,11418
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,7,DayPart 2:SONY ENTERTAINMENT TV,2632
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,8,DayPart 2:Colors Viacom18,8527
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,9,DayPart 3:Z Zee TV,18703
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,10,DayPart 3:Star Plus,9267
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,11,DayPart 3:SONY ENTERTAINMENT TV,3976
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,12,DayPart 3:Colors Viacom18,7888
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,13,DayPart 4:Z Zee TV,22455
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,14,DayPart 4:Star Plus,9390
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,15,DayPart 4:SONY ENTERTAINMENT TV,5783
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,16,DayPart 4:Colors Viacom18,7441
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,17,DayPart 5:Z Zee TV,27534
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,18,DayPart 5:Star Plus,12168
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,19,DayPart 5:SONY ENTERTAINMENT TV,7984
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,20,DayPart 5:Colors Viacom18,8418
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,21,DayPart 6:Z Zee TV,33766
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,22,DayPart 6:Star Plus,11359
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,23,DayPart 6:SONY ENTERTAINMENT TV,6550
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,24,DayPart 6:Colors Viacom18,7165
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,25,DayPart 7:Z Zee TV,17593
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,26,DayPart 7:Star Plus,9459
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,27,DayPart 7:SONY ENTERTAINMENT TV,6121
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,28,DayPart 7:Colors Viacom18,7137
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,29,DayPart 8:Z Zee TV,13558
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,30,DayPart 8:Star Plus,7984
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,31,DayPart 8:SONY ENTERTAINMENT TV,4676
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,32,DayPart 8:Colors Viacom18,6238
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,33,DayPart 9:Z Zee TV,8205
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,34,DayPart 9:Star Plus,8595
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,35,DayPart 9:SONY ENTERTAINMENT TV,3576
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,36,DayPart 9:Colors Viacom18,3428
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,37,DayPart 10:Z Zee TV,5333
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,38,DayPart 10:Star Plus,5934
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,39,DayPart 10:SONY ENTERTAINMENT TV,2150
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,40,DayPart 10:Colors Viacom18,1857
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,41,DayPart 11:Z Zee TV,73
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,42,DayPart 11:Star Plus,98
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,43,DayPart 11:SONY ENTERTAINMENT TV,42
9/7/2014,9/13/2014,DayPart 6,Z Zee TV,44,DayPart 11:Colors Viacom18,7
9/7/2014,9/13/2014,DayPart 6,Star Plus,1,DayPart 1:Z Zee TV,5492
9/7/2014,9/13/2014,DayPart 6,Star Plus,2,DayPart 1:Star Plus,15992
9/7/2014,9/13/2014,DayPart 6,Star Plus,3,DayPart 1:SONY ENTERTAINMENT TV,2657
9/7/2014,9/13/2014,DayPart 6,Star Plus,4,DayPart 1:Colors Viacom18,5780
9/7/2014,9/13/2014,DayPart 6,Star Plus,5,DayPart 2:Z Zee TV,7806
9/7/2014,9/13/2014,DayPart 6,Star Plus,6,DayPart 2:Star Plus,15926
9/7/2014,9/13/2014,DayPart 6,Star Plus,7,DayPart 2:SONY ENTERTAINMENT TV,3447
9/7/2014,9/13/2014,DayPart 6,Star Plus,8,DayPart 2:Colors Viacom18,8633
9/7/2014,9/13/2014,DayPart 6,Star Plus,9,DayPart 3:Z Zee TV,10364
9/7/2014,9/13/2014,DayPart 6,Star Plus,10,DayPart 3:Star Plus,12920
9/7/2014,9/13/2014,DayPart 6,Star Plus,11,DayPart 3:SONY ENTERTAINMENT TV,4229
9/7/2014,9/13/2014,DayPart 6,Star Plus,12,DayPart 3:Colors Viacom18,9117
9/7/2014,9/13/2014,DayPart 6,Star Plus,13,DayPart 4:Z Zee TV,11557
9/7/2014,9/13/2014,DayPart 6,Star Plus,14,DayPart 4:Star Plus,15079
9/7/2014,9/13/2014,DayPart 6,Star Plus,15,DayPart 4:SONY ENTERTAINMENT TV,6839
9/7/2014,9/13/2014,DayPart 6,Star Plus,16,DayPart 4:Colors Viacom18,7901
9/7/2014,9/13/2014,DayPart 6,Star Plus,17,DayPart 5:Z Zee TV,12013
9/7/2014,9/13/2014,DayPart 6,Star Plus,18,DayPart 5:Star Plus,24985
9/7/2014,9/13/2014,DayPart 6,Star Plus,19,DayPart 5:SONY ENTERTAINMENT TV,8105
9/7/2014,9/13/2014,DayPart 6,Star Plus,20,DayPart 5:Colors Viacom18,7953
9/7/2014,9/13/2014,DayPart 6,Star Plus,21,DayPart 6:Z Zee TV,11359
9/7/2014,9/13/2014,DayPart 6,Star Plus,22,DayPart 6:Star Plus,33307
9/7/2014,9/13/2014,DayPart 6,Star Plus,23,DayPart 6:SONY ENTERTAINMENT TV,6299
9/7/2014,9/13/2014,DayPart 6,Star Plus,24,DayPart 6:Colors Viacom18,6178
9/7/2014,9/13/2014,DayPart 6,Star Plus,25,DayPart 7:Z Zee TV,8538
9/7/2014,9/13/2014,DayPart 6,Star Plus,26,DayPart 7:Star Plus,20234
9/7/2014,9/13/2014,DayPart 6,Star Plus,27,DayPart 7:SONY ENTERTAINMENT TV,5797
9/7/2014,9/13/2014,DayPart 6,Star Plus,28,DayPart 7:Colors Viacom18,6568
9/7/2014,9/13/2014,DayPart 6,Star Plus,29,DayPart 8:Z Zee TV,6257
9/7/2014,9/13/2014,DayPart 6,Star Plus,30,DayPart 8:Star Plus,14734
9/7/2014,9/13/2014,DayPart 6,Star Plus,31,DayPart 8:SONY ENTERTAINMENT TV,4818
9/7/2014,9/13/2014,DayPart 6,Star Plus,32,DayPart 8:Colors Viacom18,5837
9/7/2014,9/13/2014,DayPart 6,Star Plus,33,DayPart 9:Z Zee TV,3689
9/7/2014,9/13/2014,DayPart 6,Star Plus,34,DayPart 9:Star Plus,12365
9/7/2014,9/13/2014,DayPart 6,Star Plus,35,DayPart 9:SONY ENTERTAINMENT TV,3626
9/7/2014,9/13/2014,DayPart 6,Star Plus,36,DayPart 9:Colors Viacom18,3769
9/7/2014,9/13/2014,DayPart 6,Star Plus,37,DayPart 10:Z Zee TV,2296
9/7/2014,9/13/2014,DayPart 6,Star Plus,38,DayPart 10:Star Plus,7530
9/7/2014,9/13/2014,DayPart 6,Star Plus,39,DayPart 10:SONY ENTERTAINMENT TV,1730
9/7/2014,9/13/2014,DayPart 6,Star Plus,40,DayPart 10:Colors Viacom18,1949
9/7/2014,9/13/2014,DayPart 6,Star Plus,41,DayPart 11:Z Zee TV,58
9/7/2014,9/13/2014,DayPart 6,Star Plus,42,DayPart 11:Star Plus,152
9/7/2014,9/13/2014,DayPart 6,Star Plus,43,DayPart 11:SONY ENTERTAINMENT TV,36
9/7/2014,9/13/2014,DayPart 6,Star Plus,44,DayPart 11:Colors Viacom18,31
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,1,DayPart 1:Z Zee TV,3302
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,2,DayPart 1:Star Plus,6255
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,3,DayPart 1:SONY ENTERTAINMENT TV,2351
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,4,DayPart 1:Colors Viacom18,3655
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,5,DayPart 2:Z Zee TV,3921
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,6,DayPart 2:Star Plus,5990
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,7,DayPart 2:SONY ENTERTAINMENT TV,3157
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,8,DayPart 2:Colors Viacom18,5129
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,9,DayPart 3:Z Zee TV,5550
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,10,DayPart 3:Star Plus,4685
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,11,DayPart 3:SONY ENTERTAINMENT TV,4815
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,12,DayPart 3:Colors Viacom18,4991
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,13,DayPart 4:Z Zee TV,5961
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,14,DayPart 4:Star Plus,4528
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,15,DayPart 4:SONY ENTERTAINMENT TV,8487
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,16,DayPart 4:Colors Viacom18,4634
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,17,DayPart 5:Z Zee TV,6448
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,18,DayPart 5:Star Plus,6258
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,19,DayPart 5:SONY ENTERTAINMENT TV,12749
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,20,DayPart 5:Colors Viacom18,4713
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,21,DayPart 6:Z Zee TV,6550
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,22,DayPart 6:Star Plus,6299
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,23,DayPart 6:SONY ENTERTAINMENT TV,18747
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,24,DayPart 6:Colors Viacom18,4428
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,25,DayPart 7:Z Zee TV,3577
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,26,DayPart 7:Star Plus,4406
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,27,DayPart 7:SONY ENTERTAINMENT TV,9027
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,28,DayPart 7:Colors Viacom18,4044
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,29,DayPart 8:Z Zee TV,3605
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,30,DayPart 8:Star Plus,3956
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,31,DayPart 8:SONY ENTERTAINMENT TV,6802
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,32,DayPart 8:Colors Viacom18,3930
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,33,DayPart 9:Z Zee TV,2330
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,34,DayPart 9:Star Plus,3613
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,35,DayPart 9:SONY ENTERTAINMENT TV,4913
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,36,DayPart 9:Colors Viacom18,2139
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,37,DayPart 10:Z Zee TV,1342
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,38,DayPart 10:Star Plus,2412
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,39,DayPart 10:SONY ENTERTAINMENT TV,2288
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,40,DayPart 10:Colors Viacom18,1252
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,41,DayPart 11:Z Zee TV,40
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,42,DayPart 11:Star Plus,45
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,43,DayPart 11:SONY ENTERTAINMENT TV,22
9/7/2014,9/13/2014,DayPart 6,SONY ENTERTAINMENT TV,44,DayPart 11:Colors Viacom18,29
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,1,DayPart 1:Z Zee TV,3752
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,2,DayPart 1:Star Plus,6305
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,3,DayPart 1:SONY ENTERTAINMENT TV,1360
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,4,DayPart 1:Colors Viacom18,6084
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,5,DayPart 2:Z Zee TV,4509
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,6,DayPart 2:Star Plus,6119
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,7,DayPart 2:SONY ENTERTAINMENT TV,1750
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,8,DayPart 2:Colors Viacom18,9008
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,9,DayPart 3:Z Zee TV,5731
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,10,DayPart 3:Star Plus,4849
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,11,DayPart 3:SONY ENTERTAINMENT TV,2391
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,12,DayPart 3:Colors Viacom18,9072
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,13,DayPart 4:Z Zee TV,6560
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,14,DayPart 4:Star Plus,4661
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,15,DayPart 4:SONY ENTERTAINMENT TV,3683
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,16,DayPart 4:Colors Viacom18,9995
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,17,DayPart 5:Z Zee TV,6644
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,18,DayPart 5:Star Plus,6124
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,19,DayPart 5:SONY ENTERTAINMENT TV,4663
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,20,DayPart 5:Colors Viacom18,11454
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,21,DayPart 6:Z Zee TV,7165
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,22,DayPart 6:Star Plus,6178
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,23,DayPart 6:SONY ENTERTAINMENT TV,4428
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,24,DayPart 6:Colors Viacom18,17397
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,25,DayPart 7:Z Zee TV,4370
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,26,DayPart 7:Star Plus,4877
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,27,DayPart 7:SONY ENTERTAINMENT TV,3616
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,28,DayPart 7:Colors Viacom18,10632
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,29,DayPart 8:Z Zee TV,3906
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,30,DayPart 8:Star Plus,4448
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,31,DayPart 8:SONY ENTERTAINMENT TV,2494
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,32,DayPart 8:Colors Viacom18,8814
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,33,DayPart 9:Z Zee TV,2535
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,34,DayPart 9:Star Plus,4522
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,35,DayPart 9:SONY ENTERTAINMENT TV,2067
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,36,DayPart 9:Colors Viacom18,5396
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,37,DayPart 10:Z Zee TV,1740
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,38,DayPart 10:Star Plus,3338
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,39,DayPart 10:SONY ENTERTAINMENT TV,1152
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,40,DayPart 10:Colors Viacom18,2752
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,41,DayPart 11:Z Zee TV,39
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,42,DayPart 11:Star Plus,44
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,43,DayPart 11:SONY ENTERTAINMENT TV,39
9/7/2014,9/13/2014,DayPart 6,Colors Viacom18,44,DayPart 11:Colors Viacom18,29
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,1,DayPart 1:Z Zee TV,7447
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,2,DayPart 1:Star Plus,7968
