FROMDATE,TODATE,DAYPART,CHANNEL,PIVOT_SEQ,PIVOT_HDR1,PIVOT_DATA1
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,2,DayPart 1:Star Plus,4563
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,3,DayPart 1:SONY ENTERTAINMENT TV,5505
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,4,DayPart 1:Colors Viacom18,2149
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,5,DayPart 2:Z Zee TV,2730
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,6,DayPart 2:Star Plus,4481
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,7,DayPart 2:SONY ENTERTAINMENT TV,11935
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,8,DayPart 2:Colors Viacom18,3264
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,9,DayPart 3:Z Zee TV,3440
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,10,DayPart 3:Star Plus,3136
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,11,DayPart 3:SONY ENTERTAINMENT TV,6461
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,12,DayPart 3:Colors Viacom18,3069
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,13,DayPart 4:Z Zee TV,3488
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,14,DayPart 4:Star Plus,2657
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,15,DayPart 4:SONY ENTERTAINMENT TV,4483
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,16,DayPart 4:Colors Viacom18,2502
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,17,DayPart 5:Z Zee TV,2633
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,18,DayPart 5:Star Plus,3661
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,19,DayPart 5:SONY ENTERTAINMENT TV,4341
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,20,DayPart 5:Colors Viacom18,2182
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,21,DayPart 6:Z Zee TV,2632
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,22,DayPart 6:Star Plus,3447
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,23,DayPart 6:SONY ENTERTAINMENT TV,3157
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,24,DayPart 6:Colors Viacom18,1750
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,25,DayPart 7:Z Zee TV,1600
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,26,DayPart 7:Star Plus,2355
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,27,DayPart 7:SONY ENTERTAINMENT TV,2965
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,28,DayPart 7:Colors Viacom18,1540
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,29,DayPart 8:Z Zee TV,1375
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,30,DayPart 8:Star Plus,1726
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,31,DayPart 8:SONY ENTERTAINMENT TV,2527
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,32,DayPart 8:Colors Viacom18,1333
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,33,DayPart 9:Z Zee TV,1045
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,34,DayPart 9:Star Plus,1450
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,35,DayPart 9:SONY ENTERTAINMENT TV,1696
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,36,DayPart 9:Colors Viacom18,856
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,37,DayPart 10:Z Zee TV,719
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,38,DayPart 10:Star Plus,1006
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,39,DayPart 10:SONY ENTERTAINMENT TV,920
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,40,DayPart 10:Colors Viacom18,392
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,41,DayPart 11:Z Zee TV,15
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,42,DayPart 11:Star Plus,0
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,43,DayPart 11:SONY ENTERTAINMENT TV,0
9/7/2014,9/13/2014,DayPart 2,SONY ENTERTAINMENT TV,44,DayPart 11:Colors Viacom18,18
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,1,DayPart 1:Z Zee TV,7061
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,2,DayPart 1:Star Plus,14386
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,3,DayPart 1:SONY ENTERTAINMENT TV,2892
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,4,DayPart 1:Colors Viacom18,12944
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,5,DayPart 2:Z Zee TV,8739
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,6,DayPart 2:Star Plus,13983
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,7,DayPart 2:SONY ENTERTAINMENT TV,3264
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,8,DayPart 2:Colors Viacom18,27731
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,9,DayPart 3:Z Zee TV,10049
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,10,DayPart 3:Star Plus,7745
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,11,DayPart 3:SONY ENTERTAINMENT TV,4160
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,12,DayPart 3:Colors Viacom18,20017
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,13,DayPart 4:Z Zee TV,10331
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,14,DayPart 4:Star Plus,6966
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,15,DayPart 4:SONY ENTERTAINMENT TV,5625
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,16,DayPart 4:Colors Viacom18,13533
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,17,DayPart 5:Z Zee TV,9050
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,18,DayPart 5:Star Plus,9991
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,19,DayPart 5:SONY ENTERTAINMENT TV,6533
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,20,DayPart 5:Colors Viacom18,11882
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,21,DayPart 6:Z Zee TV,8527
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,22,DayPart 6:Star Plus,8633
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,23,DayPart 6:SONY ENTERTAINMENT TV,5129
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,24,DayPart 6:Colors Viacom18,9008
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,25,DayPart 7:Z Zee TV,5779
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,26,DayPart 7:Star Plus,6806
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,27,DayPart 7:SONY ENTERTAINMENT TV,4636
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,28,DayPart 7:Colors Viacom18,8784
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,29,DayPart 8:Z Zee TV,4750
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,30,DayPart 8:Star Plus,5779
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,31,DayPart 8:SONY ENTERTAINMENT TV,3785
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,32,DayPart 8:Colors Viacom18,8251
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,33,DayPart 9:Z Zee TV,2931
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,34,DayPart 9:Star Plus,5719
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,35,DayPart 9:SONY ENTERTAINMENT TV,2773
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,36,DayPart 9:Colors Viacom18,5039
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,37,DayPart 10:Z Zee TV,2112
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,38,DayPart 10:Star Plus,3688
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,39,DayPart 10:SONY ENTERTAINMENT TV,1467
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,40,DayPart 10:Colors Viacom18,2555
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,41,DayPart 11:Z Zee TV,26
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,42,DayPart 11:Star Plus,43
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,43,DayPart 11:SONY ENTERTAINMENT TV,18
9/7/2014,9/13/2014,DayPart 2,Colors Viacom18,44,DayPart 11:Colors Viacom18,22
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,1,DayPart 1:Z Zee TV,12073
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,2,DayPart 1:Star Plus,13572
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,3,DayPart 1:SONY ENTERTAINMENT TV,2679
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,4,DayPart 1:Colors Viacom18,6912
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,5,DayPart 2:Z Zee TV,19113
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,6,DayPart 2:Star Plus,13048
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,7,DayPart 2:SONY ENTERTAINMENT TV,3440
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,8,DayPart 2:Colors Viacom18,10049
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,9,DayPart 3:Z Zee TV,33522
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,10,DayPart 3:Star Plus,10221
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,11,DayPart 3:SONY ENTERTAINMENT TV,4873
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,12,DayPart 3:Colors Viacom18,9721
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,13,DayPart 4:Z Zee TV,27577
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,14,DayPart 4:Star Plus,9165
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,15,DayPart 4:SONY ENTERTAINMENT TV,6741
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,16,DayPart 4:Colors Viacom18,8002
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,17,DayPart 5:Z Zee TV,21198
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,18,DayPart 5:Star Plus,12067
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,19,DayPart 5:SONY ENTERTAINMENT TV,8114
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,20,DayPart 5:Colors Viacom18,7481
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,21,DayPart 6:Z Zee TV,18703
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,22,DayPart 6:Star Plus,10364
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,23,DayPart 6:SONY ENTERTAINMENT TV,5550
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,24,DayPart 6:Colors Viacom18,5731
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,25,DayPart 7:Z Zee TV,12586
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,26,DayPart 7:Star Plus,8046
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,27,DayPart 7:SONY ENTERTAINMENT TV,5180
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,28,DayPart 7:Colors Viacom18,5580
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,29,DayPart 8:Z Zee TV,10580
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,30,DayPart 8:Star Plus,6586
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,31,DayPart 8:SONY ENTERTAINMENT TV,4164
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,32,DayPart 8:Colors Viacom18,4759
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,33,DayPart 9:Z Zee TV,6709
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,34,DayPart 9:Star Plus,6925
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,35,DayPart 9:SONY ENTERTAINMENT TV,3028
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,36,DayPart 9:Colors Viacom18,2739
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,37,DayPart 10:Z Zee TV,4471
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,38,DayPart 10:Star Plus,4451
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,39,DayPart 10:SONY ENTERTAINMENT TV,1727
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,40,DayPart 10:Colors Viacom18,1721
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,41,DayPart 11:Z Zee TV,81
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,42,DayPart 11:Star Plus,61
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,43,DayPart 11:SONY ENTERTAINMENT TV,16
9/7/2014,9/13/2014,DayPart 3,Z Zee TV,44,DayPart 11:Colors Viacom18,7
9/7/2014,9/13/2014,DayPart 3,Star Plus,1,DayPart 1:Z Zee TV,6393
9/7/2014,9/13/2014,DayPart 3,Star Plus,2,DayPart 1:Star Plus,15913
9/7/2014,9/13/2014,DayPart 3,Star Plus,3,DayPart 1:SONY ENTERTAINMENT TV,2548
9/7/2014,9/13/2014,DayPart 3,Star Plus,4,DayPart 1:Colors Viacom18,5542
9/7/2014,9/13/2014,DayPart 3,Star Plus,5,DayPart 2:Z Zee TV,8223
9/7/2014,9/13/2014,DayPart 3,Star Plus,6,DayPart 2:Star Plus,17550
9/7/2014,9/13/2014,DayPart 3,Star Plus,7,DayPart 2:SONY ENTERTAINMENT TV,3136
9/7/2014,9/13/2014,DayPart 3,Star Plus,8,DayPart 2:Colors Viacom18,7745
9/7/2014,9/13/2014,DayPart 3,Star Plus,9,DayPart 3:Z Zee TV,10221
9/7/2014,9/13/2014,DayPart 3,Star Plus,10,DayPart 3:Star Plus,26518
9/7/2014,9/13/2014,DayPart 3,Star Plus,11,DayPart 3:SONY ENTERTAINMENT TV,4599
9/7/2014,9/13/2014,DayPart 3,Star Plus,12,DayPart 3:Colors Viacom18,7719
9/7/2014,9/13/2014,DayPart 3,Star Plus,13,DayPart 4:Z Zee TV,11220
9/7/2014,9/13/2014,DayPart 3,Star Plus,14,DayPart 4:Star Plus,16522
9/7/2014,9/13/2014,DayPart 3,Star Plus,15,DayPart 4:SONY ENTERTAINMENT TV,5790
9/7/2014,9/13/2014,DayPart 3,Star Plus,16,DayPart 4:Colors Viacom18,6702
9/7/2014,9/13/2014,DayPart 3,Star Plus,17,DayPart 5:Z Zee TV,10583
9/7/2014,9/13/2014,DayPart 3,Star Plus,18,DayPart 5:Star Plus,14691
9/7/2014,9/13/2014,DayPart 3,Star Plus,19,DayPart 5:SONY ENTERTAINMENT TV,6410
9/7/2014,9/13/2014,DayPart 3,Star Plus,20,DayPart 5:Colors Viacom18,6321
9/7/2014,9/13/2014,DayPart 3,Star Plus,21,DayPart 6:Z Zee TV,9267
9/7/2014,9/13/2014,DayPart 3,Star Plus,22,DayPart 6:Star Plus,12920
9/7/2014,9/13/2014,DayPart 3,Star Plus,23,DayPart 6:SONY ENTERTAINMENT TV,4685
9/7/2014,9/13/2014,DayPart 3,Star Plus,24,DayPart 6:Colors Viacom18,4849
9/7/2014,9/13/2014,DayPart 3,Star Plus,25,DayPart 7:Z Zee TV,6359
9/7/2014,9/13/2014,DayPart 3,Star Plus,26,DayPart 7:Star Plus,10773
9/7/2014,9/13/2014,DayPart 3,Star Plus,27,DayPart 7:SONY ENTERTAINMENT TV,3723
9/7/2014,9/13/2014,DayPart 3,Star Plus,28,DayPart 7:Colors Viacom18,4917
9/7/2014,9/13/2014,DayPart 3,Star Plus,29,DayPart 8:Z Zee TV,5277
9/7/2014,9/13/2014,DayPart 3,Star Plus,30,DayPart 8:Star Plus,9194
9/7/2014,9/13/2014,DayPart 3,Star Plus,31,DayPart 8:SONY ENTERTAINMENT TV,3458
9/7/2014,9/13/2014,DayPart 3,Star Plus,32,DayPart 8:Colors Viacom18,4418
9/7/2014,9/13/2014,DayPart 3,Star Plus,33,DayPart 9:Z Zee TV,2987
9/7/2014,9/13/2014,DayPart 3,Star Plus,34,DayPart 9:Star Plus,8853
9/7/2014,9/13/2014,DayPart 3,Star Plus,35,DayPart 9:SONY ENTERTAINMENT TV,2399
9/7/2014,9/13/2014,DayPart 3,Star Plus,36,DayPart 9:Colors Viacom18,2808
9/7/2014,9/13/2014,DayPart 3,Star Plus,37,DayPart 10:Z Zee TV,1706
9/7/2014,9/13/2014,DayPart 3,Star Plus,38,DayPart 10:Star Plus,6001
9/7/2014,9/13/2014,DayPart 3,Star Plus,39,DayPart 10:SONY ENTERTAINMENT TV,1322
9/7/2014,9/13/2014,DayPart 3,Star Plus,40,DayPart 10:Colors Viacom18,1633
9/7/2014,9/13/2014,DayPart 3,Star Plus,41,DayPart 11:Z Zee TV,62
9/7/2014,9/13/2014,DayPart 3,Star Plus,42,DayPart 11:Star Plus,110
9/7/2014,9/13/2014,DayPart 3,Star Plus,43,DayPart 11:SONY ENTERTAINMENT TV,10
9/7/2014,9/13/2014,DayPart 3,Star Plus,44,DayPart 11:Colors Viacom18,0
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,1,DayPart 1:Z Zee TV,2681
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,2,DayPart 1:Star Plus,5243
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,3,DayPart 1:SONY ENTERTAINMENT TV,4011
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,4,DayPart 1:Colors Viacom18,2899
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,5,DayPart 2:Z Zee TV,3714
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,6,DayPart 2:Star Plus,5294
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,7,DayPart 2:SONY ENTERTAINMENT TV,6461
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,8,DayPart 2:Colors Viacom18,4160
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,9,DayPart 3:Z Zee TV,4873
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,10,DayPart 3:Star Plus,4599
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,11,DayPart 3:SONY ENTERTAINMENT TV,13737
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,12,DayPart 3:Colors Viacom18,4422
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,13,DayPart 4:Z Zee TV,4901
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,14,DayPart 4:Star Plus,3670
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,15,DayPart 4:SONY ENTERTAINMENT TV,6689
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,16,DayPart 4:Colors Viacom18,3586
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,17,DayPart 5:Z Zee TV,4310
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,18,DayPart 5:Star Plus,4717
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,19,DayPart 5:SONY ENTERTAINMENT TV,6326
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,20,DayPart 5:Colors Viacom18,2996
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,21,DayPart 6:Z Zee TV,3976
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,22,DayPart 6:Star Plus,4229
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,23,DayPart 6:SONY ENTERTAINMENT TV,4815
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,24,DayPart 6:Colors Viacom18,2391
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,25,DayPart 7:Z Zee TV,2650
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,26,DayPart 7:Star Plus,3183
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,27,DayPart 7:SONY ENTERTAINMENT TV,3745
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,28,DayPart 7:Colors Viacom18,2306
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,29,DayPart 8:Z Zee TV,2297
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,30,DayPart 8:Star Plus,2696
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,31,DayPart 8:SONY ENTERTAINMENT TV,3149
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,32,DayPart 8:Colors Viacom18,1770
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,33,DayPart 9:Z Zee TV,1371
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,34,DayPart 9:Star Plus,2279
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,35,DayPart 9:SONY ENTERTAINMENT TV,2284
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,36,DayPart 9:Colors Viacom18,1206
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,37,DayPart 10:Z Zee TV,850
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,38,DayPart 10:Star Plus,1504
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,39,DayPart 10:SONY ENTERTAINMENT TV,1235
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,40,DayPart 10:Colors Viacom18,646
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,41,DayPart 11:Z Zee TV,30
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,42,DayPart 11:Star Plus,4
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,43,DayPart 11:SONY ENTERTAINMENT TV,7
9/7/2014,9/13/2014,DayPart 3,SONY ENTERTAINMENT TV,44,DayPart 11:Colors Viacom18,7
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,1,DayPart 1:Z Zee TV,6145
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,2,DayPart 1:Star Plus,12675
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,3,DayPart 1:SONY ENTERTAINMENT TV,2478
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,4,DayPart 1:Colors Viacom18,11142
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,5,DayPart 2:Z Zee TV,7747
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,6,DayPart 2:Star Plus,12165
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,7,DayPart 2:SONY ENTERTAINMENT TV,3069
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,8,DayPart 2:Colors Viacom18,20017
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,9,DayPart 3:Z Zee TV,9721
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,10,DayPart 3:Star Plus,7719
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,11,DayPart 3:SONY ENTERTAINMENT TV,4422
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,12,DayPart 3:Colors Viacom18,27628
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,13,DayPart 4:Z Zee TV,9712
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,14,DayPart 4:Star Plus,6746
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,15,DayPart 4:SONY ENTERTAINMENT TV,5764
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,16,DayPart 4:Colors Viacom18,15520
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,17,DayPart 5:Z Zee TV,8516
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,18,DayPart 5:Star Plus,10640
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,19,DayPart 5:SONY ENTERTAINMENT TV,6490
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,20,DayPart 5:Colors Viacom18,12859
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,21,DayPart 6:Z Zee TV,7888
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,22,DayPart 6:Star Plus,9117
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,23,DayPart 6:SONY ENTERTAINMENT TV,4991
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,24,DayPart 6:Colors Viacom18,9072
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,25,DayPart 7:Z Zee TV,5299
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,26,DayPart 7:Star Plus,7137
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,27,DayPart 7:SONY ENTERTAINMENT TV,4453
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,28,DayPart 7:Colors Viacom18,9238
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,29,DayPart 8:Z Zee TV,4531
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,30,DayPart 8:Star Plus,6177
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,31,DayPart 8:SONY ENTERTAINMENT TV,3608
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,32,DayPart 8:Colors Viacom18,8855
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,33,DayPart 9:Z Zee TV,2855
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,34,DayPart 9:Star Plus,6020
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,35,DayPart 9:SONY ENTERTAINMENT TV,2805
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,36,DayPart 9:Colors Viacom18,5178
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,37,DayPart 10:Z Zee TV,2049
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,38,DayPart 10:Star Plus,3686
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,39,DayPart 10:SONY ENTERTAINMENT TV,1470
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,40,DayPart 10:Colors Viacom18,2614
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,41,DayPart 11:Z Zee TV,39
9/7/2014,9/13/2014,DayPart 3,Colors Viacom18,42,DayPart 11:Star Plus,43
