FROMDATE,TODATE,DAYPART,NUM_CHANNEL_KEY,DAYPART1,NUM_CHANNEL_KEY1,REACH
20140907,20140913,2,242,6,242,15926
20140907,20140913,2,242,6,230,5990
20140907,20140913,2,242,6,46,6119
20140907,20140913,2,242,7,316,7381
20140907,20140913,2,242,7,242,12804
20140907,20140913,2,242,7,230,5014
20140907,20140913,2,242,7,46,6301
20140907,20140913,2,242,8,316,6317
20140907,20140913,2,242,8,242,10419
20140907,20140913,2,242,8,230,4186
20140907,20140913,2,242,8,46,5778
20140907,20140913,2,242,9,316,3771
20140907,20140913,2,242,9,242,9933
20140907,20140913,2,242,9,230,2851
20140907,20140913,2,242,9,46,3546
20140907,20140913,2,242,10,316,2253
20140907,20140913,2,242,10,242,6487
20140907,20140913,2,242,10,230,1527
20140907,20140913,2,242,10,46,1853
20140907,20140913,2,242,11,316,57
20140907,20140913,2,242,11,242,133
20140907,20140913,2,242,11,230,17
20140907,20140913,2,242,11,46,0
20140907,20140913,2,230,1,316,1944
20140907,20140913,2,230,1,242,4563
20140907,20140913,2,230,1,230,5505
20140907,20140913,2,230,1,46,2149
20140907,20140913,2,230,2,316,2730
20140907,20140913,2,230,2,242,4481
20140907,20140913,2,230,2,230,11935
20140907,20140913,2,230,2,46,3264
20140907,20140913,2,230,3,316,3440
20140907,20140913,2,230,3,242,3136
20140907,20140913,2,230,3,230,6461
20140907,20140913,2,230,3,46,3069
20140907,20140913,2,230,4,316,3488
20140907,20140913,2,230,4,242,2657
20140907,20140913,2,230,4,230,4483
20140907,20140913,2,230,4,46,2502
20140907,20140913,2,230,5,316,2633
20140907,20140913,2,230,5,242,3661
20140907,20140913,2,230,5,230,4341
20140907,20140913,2,230,5,46,2182
20140907,20140913,2,230,6,316,2632
20140907,20140913,2,230,6,242,3447
20140907,20140913,2,230,6,230,3157
20140907,20140913,2,230,6,46,1750
20140907,20140913,2,230,7,316,1600
20140907,20140913,2,230,7,242,2355
20140907,20140913,2,230,7,230,2965
20140907,20140913,2,230,7,46,1540
20140907,20140913,2,230,8,316,1375
20140907,20140913,2,230,8,242,1726
20140907,20140913,2,230,8,230,2527
20140907,20140913,2,230,8,46,1333
20140907,20140913,2,230,9,316,1045
20140907,20140913,2,230,9,242,1450
20140907,20140913,2,230,9,230,1696
20140907,20140913,2,230,9,46,856
20140907,20140913,2,230,10,316,719
20140907,20140913,2,230,10,242,1006
20140907,20140913,2,230,10,230,920
20140907,20140913,2,230,10,46,392
20140907,20140913,2,230,11,316,15
20140907,20140913,2,230,11,242,0
20140907,20140913,2,230,11,230,0
20140907,20140913,2,230,11,46,18
20140907,20140913,2,46,1,316,7061
20140907,20140913,2,46,1,242,14386
20140907,20140913,2,46,1,230,2892
20140907,20140913,2,46,1,46,12944
20140907,20140913,2,46,2,316,8739
20140907,20140913,2,46,2,242,13983
20140907,20140913,2,46,2,230,3264
20140907,20140913,2,46,2,46,27731
20140907,20140913,2,46,3,316,10049
20140907,20140913,2,46,3,242,7745
20140907,20140913,2,46,3,230,4160
20140907,20140913,2,46,3,46,20017
20140907,20140913,2,46,4,316,10331
20140907,20140913,2,46,4,242,6966
20140907,20140913,2,46,4,230,5625
20140907,20140913,2,46,4,46,13533
20140907,20140913,2,46,5,316,9050
20140907,20140913,2,46,5,242,9991
20140907,20140913,2,46,5,230,6533
20140907,20140913,2,46,5,46,11882
20140907,20140913,2,46,6,316,8527
20140907,20140913,2,46,6,242,8633
20140907,20140913,2,46,6,230,5129
20140907,20140913,2,46,6,46,9008
20140907,20140913,2,46,7,316,5779
20140907,20140913,2,46,7,242,6806
20140907,20140913,2,46,7,230,4636
20140907,20140913,2,46,7,46,8784
20140907,20140913,2,46,8,316,4750
20140907,20140913,2,46,8,242,5779
20140907,20140913,2,46,8,230,3785
20140907,20140913,2,46,8,46,8251
20140907,20140913,2,46,9,316,2931
20140907,20140913,2,46,9,242,5719
20140907,20140913,2,46,9,230,2773
20140907,20140913,2,46,9,46,5039
20140907,20140913,2,46,10,316,2112
20140907,20140913,2,46,10,242,3688
20140907,20140913,2,46,10,230,1467
20140907,20140913,2,46,10,46,2555
20140907,20140913,2,46,11,316,26
20140907,20140913,2,46,11,242,43
20140907,20140913,2,46,11,230,18
20140907,20140913,2,46,11,46,22
20140907,20140913,3,316,1,316,12073
20140907,20140913,3,316,1,242,13572
20140907,20140913,3,316,1,230,2679
20140907,20140913,3,316,1,46,6912
20140907,20140913,3,316,2,316,19113
20140907,20140913,3,316,2,242,13048
20140907,20140913,3,316,2,230,3440
20140907,20140913,3,316,2,46,10049
20140907,20140913,3,316,3,316,33522
20140907,20140913,3,316,3,242,10221
20140907,20140913,3,316,3,230,4873
20140907,20140913,3,316,3,46,9721
20140907,20140913,3,316,4,316,27577
20140907,20140913,3,316,4,242,9165
20140907,20140913,3,316,4,230,6741
20140907,20140913,3,316,4,46,8002
20140907,20140913,3,316,5,316,21198
20140907,20140913,3,316,5,242,12067
20140907,20140913,3,316,5,230,8114
20140907,20140913,3,316,5,46,7481
20140907,20140913,3,316,6,316,18703
20140907,20140913,3,316,6,242,10364
20140907,20140913,3,316,6,230,5550
20140907,20140913,3,316,6,46,5731
20140907,20140913,3,316,7,316,12586
20140907,20140913,3,316,7,242,8046
20140907,20140913,3,316,7,230,5180
20140907,20140913,3,316,7,46,5580
20140907,20140913,3,316,8,316,10580
20140907,20140913,3,316,8,242,6586
20140907,20140913,3,316,8,230,4164
20140907,20140913,3,316,8,46,4759
20140907,20140913,3,316,9,316,6709
20140907,20140913,3,316,9,242,6925
20140907,20140913,3,316,9,230,3028
20140907,20140913,3,316,9,46,2739
20140907,20140913,3,316,10,316,4471
20140907,20140913,3,316,10,242,4451
20140907,20140913,3,316,10,230,1727
20140907,20140913,3,316,10,46,1721
20140907,20140913,3,316,11,316,81
20140907,20140913,3,316,11,242,61
20140907,20140913,3,316,11,230,16
20140907,20140913,3,316,11,46,7
20140907,20140913,3,242,1,316,6393
20140907,20140913,3,242,1,242,15913
20140907,20140913,3,242,1,230,2548
20140907,20140913,3,242,1,46,5542
20140907,20140913,3,242,2,316,8223
20140907,20140913,3,242,2,242,17550
20140907,20140913,3,242,2,230,3136
20140907,20140913,3,242,2,46,7745
20140907,20140913,3,242,3,316,10221
20140907,20140913,3,242,3,242,26518
20140907,20140913,3,242,3,230,4599
20140907,20140913,3,242,3,46,7719
20140907,20140913,3,242,4,316,11220
20140907,20140913,3,242,4,242,16522
20140907,20140913,3,242,4,230,5790
20140907,20140913,3,242,4,46,6702
20140907,20140913,3,242,5,316,10583
20140907,20140913,3,242,5,242,14691
20140907,20140913,3,242,5,230,6410
20140907,20140913,3,242,5,46,6321
20140907,20140913,3,242,6,316,9267
20140907,20140913,3,242,6,242,12920
20140907,20140913,3,242,6,230,4685
20140907,20140913,3,242,6,46,4849
20140907,20140913,3,242,7,316,6359
20140907,20140913,3,242,7,242,10773
20140907,20140913,3,242,7,230,3723
20140907,20140913,3,242,7,46,4917
20140907,20140913,3,242,8,316,5277
20140907,20140913,3,242,8,242,9194
20140907,20140913,3,242,8,230,3458
20140907,20140913,3,242,8,46,4418
20140907,20140913,3,242,9,316,2987
20140907,20140913,3,242,9,242,8853
20140907,20140913,3,242,9,230,2399
20140907,20140913,3,242,9,46,2808
20140907,20140913,3,242,10,316,1706
20140907,20140913,3,242,10,242,6001
20140907,20140913,3,242,10,230,1322
20140907,20140913,3,242,10,46,1633
20140907,20140913,3,242,11,316,62
20140907,20140913,3,242,11,242,110
20140907,20140913,3,242,11,230,10
20140907,20140913,3,242,11,46,0
20140907,20140913,3,230,1,316,2681
20140907,20140913,3,230,1,242,5243
20140907,20140913,3,230,1,230,4011
20140907,20140913,3,230,1,46,2899
20140907,20140913,3,230,2,316,3714
20140907,20140913,3,230,2,242,5294
20140907,20140913,3,230,2,230,6461
20140907,20140913,3,230,2,46,4160
20140907,20140913,3,230,3,316,4873
20140907,20140913,3,230,3,242,4599
20140907,20140913,3,230,3,230,13737
20140907,20140913,3,230,3,46,4422
20140907,20140913,3,230,4,316,4901
20140907,20140913,3,230,4,242,3670
20140907,20140913,3,230,4,230,6689
20140907,20140913,3,230,4,46,3586
20140907,20140913,3,230,5,316,4310
20140907,20140913,3,230,5,242,4717
20140907,20140913,3,230,5,230,6326
20140907,20140913,3,230,5,46,2996
20140907,20140913,3,230,6,316,3976
20140907,20140913,3,230,6,242,4229
20140907,20140913,3,230,6,230,4815
20140907,20140913,3,230,6,46,2391
20140907,20140913,3,230,7,316,2650
20140907,20140913,3,230,7,242,3183
20140907,20140913,3,230,7,230,3745
20140907,20140913,3,230,7,46,2306
20140907,20140913,3,230,8,316,2297
20140907,20140913,3,230,8,242,2696
20140907,20140913,3,230,8,230,3149
20140907,20140913,3,230,8,46,1770
20140907,20140913,3,230,9,316,1371
20140907,20140913,3,230,9,242,2279
20140907,20140913,3,230,9,230,2284
20140907,20140913,3,230,9,46,1206
20140907,20140913,3,230,10,316,850
20140907,20140913,3,230,10,242,1504
20140907,20140913,3,230,10,230,1235
20140907,20140913,3,230,10,46,646
20140907,20140913,3,230,11,316,30
20140907,20140913,3,230,11,242,4
20140907,20140913,3,230,11,230,7
20140907,20140913,3,230,11,46,7
20140907,20140913,3,46,1,316,6145
20140907,20140913,3,46,1,242,12675
20140907,20140913,3,46,1,230,2478
20140907,20140913,3,46,1,46,11142
20140907,20140913,3,46,2,316,7747
20140907,20140913,3,46,2,242,12165
20140907,20140913,3,46,2,230,3069
20140907,20140913,3,46,2,46,20017
20140907,20140913,3,46,3,316,9721
20140907,20140913,3,46,3,242,7719
20140907,20140913,3,46,3,230,4422
20140907,20140913,3,46,3,46,27628
20140907,20140913,3,46,4,316,9712
20140907,20140913,3,46,4,242,6746
20140907,20140913,3,46,4,230,5764
20140907,20140913,3,46,4,46,15520
20140907,20140913,3,46,5,316,8516
20140907,20140913,3,46,5,242,10640
20140907,20140913,3,46,5,230,6490
20140907,20140913,3,46,5,46,12859
20140907,20140913,3,46,6,316,7888
20140907,20140913,3,46,6,242,9117
20140907,20140913,3,46,6,230,4991
20140907,20140913,3,46,6,46,9072
20140907,20140913,3,46,7,316,5299
20140907,20140913,3,46,7,242,7137
20140907,20140913,3,46,7,230,4453
20140907,20140913,3,46,7,46,9238
20140907,20140913,3,46,8,316,4531
20140907,20140913,3,46,8,242,6177
20140907,20140913,3,46,8,230,3608
20140907,20140913,3,46,8,46,8855
20140907,20140913,3,46,9,316,2855
20140907,20140913,3,46,9,242,6020
20140907,20140913,3,46,9,230,2805
20140907,20140913,3,46,9,46,5178
20140907,20140913,3,46,10,316,2049
20140907,20140913,3,46,10,242,3686
20140907,20140913,3,46,10,230,1470
20140907,20140913,3,46,10,46,2614
20140907,20140913,3,46,11,316,39
20140907,20140913,3,46,11,242,43
20140907,20140913,3,46,11,230,18
20140907,20140913,3,46,11,46,22
20140907,20140913,4,316,1,316,12414
20140907,20140913,4,316,1,242,14100
20140907,20140913,4,316,1,230,2647
20140907,20140913,4,316,1,46,7337
20140907,20140913,4,316,2,316,18351
20140907,20140913,4,316,2,242,13770
20140907,20140913,4,316,2,230,3488
20140907,20140913,4,316,2,46,10331
20140907,20140913,4,316,3,316,27577
20140907,20140913,4,316,3,242,11220
20140907,20140913,4,316,3,230,4901
20140907,20140913,4,316,3,46,9712
20140907,20140913,4,316,4,316,36580
20140907,20140913,4,316,4,242,11296
20140907,20140913,4,316,4,230,7204
20140907,20140913,4,316,4,46,8916
20140907,20140913,4,316,5,316,25845
20140907,20140913,4,316,5,242,13611
20140907,20140913,4,316,5,230,8584
20140907,20140913,4,316,5,46,8575
20140907,20140913,4,316,6,316,22455
20140907,20140913,4,316,6,242,11557
20140907,20140913,4,316,6,230,5961
20140907,20140913,4,316,6,46,6560
20140907,20140913,4,316,7,316,14531
20140907,20140913,4,316,7,242,9280
20140907,20140913,4,316,7,230,5574
20140907,20140913,4,316,7,46,6405
20140907,20140913,4,316,8,316,12096
20140907,20140913,4,316,8,242,7718
20140907,20140913,4,316,8,230,4418
20140907,20140913,4,316,8,46,5465
20140907,20140913,4,316,9,316,7530
20140907,20140913,4,316,9,242,8168
20140907,20140913,4,316,9,230,3696
20140907,20140913,4,316,9,46,3284
20140907,20140913,4,316,10,316,4907
20140907,20140913,4,316,10,242,5351
20140907,20140913,4,316,10,230,2007
20140907,20140913,4,316,10,46,1794
20140907,20140913,4,316,11,316,67
20140907,20140913,4,316,11,242,66
20140907,20140913,4,316,11,230,16
20140907,20140913,4,316,11,46,7
20140907,20140913,4,242,1,316,5033
20140907,20140913,4,242,1,242,13777
20140907,20140913,4,242,1,230,2005
20140907,20140913,4,242,1,46,5195
20140907,20140913,4,242,2,316,7489
20140907,20140913,4,242,2,242,15414
20140907,20140913,4,242,2,230,2657
20140907,20140913,4,242,2,46,6966
20140907,20140913,4,242,3,316,9165
20140907,20140913,4,242,3,242,16522
20140907,20140913,4,242,3,230,3670
20140907,20140913,4,242,3,46,6746
20140907,20140913,4,242,4,316,11296
20140907,20140913,4,242,4,242,26144
20140907,20140913,4,242,4,230,5731
20140907,20140913,4,242,4,46,6696
20140907,20140913,4,242,5,316,10880
20140907,20140913,4,242,5,242,18171
20140907,20140913,4,242,5,230,6394
20140907,20140913,4,242,5,46,6112
20140907,20140913,4,242,6,316,9390
20140907,20140913,4,242,6,242,15079
20140907,20140913,4,242,6,230,4528
20140907,20140913,4,242,6,46,4661
20140907,20140913,4,242,7,316,6221
20140907,20140913,4,242,7,242,11679
20140907,20140913,4,242,7,230,3869
20140907,20140913,4,242,7,46,4940
20140907,20140913,4,242,8,316,5162
20140907,20140913,4,242,8,242,9563
20140907,20140913,4,242,8,230,3577
20140907,20140913,4,242,8,46,4194
20140907,20140913,4,242,9,316,3095
20140907,20140913,4,242,9,242,9194
20140907,20140913,4,242,9,230,2502
20140907,20140913,4,242,9,46,2720
20140907,20140913,4,242,10,316,1854
20140907,20140913,4,242,10,242,5995
20140907,20140913,4,242,10,230,1271
20140907,20140913,4,242,10,46,1385
20140907,20140913,4,242,11,316,12
20140907,20140913,4,242,11,242,113
20140907,20140913,4,242,11,230,10
20140907,20140913,4,242,11,46,0
20140907,20140913,4,230,1,316,3700
20140907,20140913,4,230,1,242,7311
20140907,20140913,4,230,1,230,3036
20140907,20140913,4,230,1,46,4165
20140907,20140913,4,230,2,316,5001
20140907,20140913,4,230,2,242,7400
20140907,20140913,4,230,2,230,4483
20140907,20140913,4,230,2,46,5625
20140907,20140913,4,230,3,316,6741
20140907,20140913,4,230,3,242,5790
20140907,20140913,4,230,3,230,6689
20140907,20140913,4,230,3,46,5764
20140907,20140913,4,230,4,316,7204
20140907,20140913,4,230,4,242,5731
20140907,20140913,4,230,4,230,20691
20140907,20140913,4,230,4,46,5477
20140907,20140913,4,230,5,316,6117
20140907,20140913,4,230,5,242,7348
20140907,20140913,4,230,5,230,14831
20140907,20140913,4,230,5,46,4375
20140907,20140913,4,230,6,316,5783
20140907,20140913,4,230,6,242,6839
20140907,20140913,4,230,6,230,8487
20140907,20140913,4,230,6,46,3683
20140907,20140913,4,230,7,316,3823
20140907,20140913,4,230,7,242,4822
20140907,20140913,4,230,7,230,5265
20140907,20140913,4,230,7,46,3702
20140907,20140913,4,230,8,316,3225
20140907,20140913,4,230,8,242,3899
20140907,20140913,4,230,8,230,4142
20140907,20140913,4,230,8,46,3171
20140907,20140913,4,230,9,316,2078
20140907,20140913,4,230,9,242,3489
20140907,20140913,4,230,9,230,3412
20140907,20140913,4,230,9,46,1726
20140907,20140913,4,230,10,316,1344
20140907,20140913,4,230,10,242,2471
20140907,20140913,4,230,10,230,1784
20140907,20140913,4,230,10,46,1111
20140907,20140913,4,230,11,316,28
20140907,20140913,4,230,11,242,5
20140907,20140913,4,230,11,230,20
20140907,20140913,4,230,11,46,17
20140907,20140913,4,46,1,316,4917
20140907,20140913,4,46,1,242,9528
20140907,20140913,4,46,1,230,1964
20140907,20140913,4,46,1,46,8220
20140907,20140913,4,46,2,316,5881
20140907,20140913,4,46,2,242,9225
20140907,20140913,4,46,2,230,2502
20140907,20140913,4,46,2,46,13533
20140907,20140913,4,46,3,316,8002
20140907,20140913,4,46,3,242,6702
20140907,20140913,4,46,3,230,3586
20140907,20140913,4,46,3,46,15520
20140907,20140913,4,46,4,316,8916
20140907,20140913,4,46,4,242,6696
20140907,20140913,4,46,4,230,5477
20140907,20140913,4,46,4,46,23606
20140907,20140913,4,46,5,316,7787
20140907,20140913,4,46,5,242,9728
20140907,20140913,4,46,5,230,6110
20140907,20140913,4,46,5,46,15340
20140907,20140913,4,46,6,316,7441
20140907,20140913,4,46,6,242,7901
20140907,20140913,4,46,6,230,4634
20140907,20140913,4,46,6,46,9995
20140907,20140913,4,46,7,316,4745
20140907,20140913,4,46,7,242,5852
20140907,20140913,4,46,7,230,4047
20140907,20140913,4,46,7,46,9198
20140907,20140913,4,46,8,316,4071
20140907,20140913,4,46,8,242,5149
20140907,20140913,4,46,8,230,3105
20140907,20140913,4,46,8,46,8314
20140907,20140913,4,46,9,316,2499
20140907,20140913,4,46,9,242,4965
20140907,20140913,4,46,9,230,2371
20140907,20140913,4,46,9,46,5120
20140907,20140913,4,46,10,316,1731
20140907,20140913,4,46,10,242,3239
20140907,20140913,4,46,10,230,1260
20140907,20140913,4,46,10,46,2794
20140907,20140913,4,46,11,316,26
20140907,20140913,4,46,11,242,44
20140907,20140913,4,46,11,230,30
20140907,20140913,4,46,11,46,13
20140907,20140913,5,316,1,316,11751
20140907,20140913,5,316,1,242,13194
20140907,20140913,5,316,1,230,2263
20140907,20140913,5,316,1,46,6755
20140907,20140913,5,316,2,316,15494
20140907,20140913,5,316,2,242,12849
20140907,20140913,5,316,2,230,2633
20140907,20140913,5,316,2,46,9050
20140907,20140913,5,316,3,316,21198
20140907,20140913,5,316,3,242,10583
20140907,20140913,5,316,3,230,4310
20140907,20140913,5,316,3,46,8516
20140907,20140913,5,316,4,316,25845
20140907,20140913,5,316,4,242,10880
20140907,20140913,5,316,4,230,6117
20140907,20140913,5,316,4,46,7787
20140907,20140913,5,316,5,316,36027
20140907,20140913,5,316,5,242,13486
20140907,20140913,5,316,5,230,8969
20140907,20140913,5,316,5,46,8729
20140907,20140913,5,316,6,316,27534
20140907,20140913,5,316,6,242,12013
20140907,20140913,5,316,6,230,6448
20140907,20140913,5,316,6,46,6644
20140907,20140913,5,316,7,316,16682
20140907,20140913,5,316,7,242,9447
20140907,20140913,5,316,7,230,5905
20140907,20140913,5,316,7,46,6614
20140907,20140913,5,316,8,316,13650
20140907,20140913,5,316,8,242,8061
20140907,20140913,5,316,8,230,4695
20140907,20140913,5,316,8,46,5763
20140907,20140913,5,316,9,316,8094
20140907,20140913,5,316,9,242,8498
20140907,20140913,5,316,9,230,3797
20140907,20140913,5,316,9,46,3450
20140907,20140913,5,316,10,316,5115
20140907,20140913,5,316,10,242,5864
20140907,20140913,5,316,10,230,2147
20140907,20140913,5,316,10,46,1859
20140907,20140913,5,316,11,316,77
20140907,20140913,5,316,11,242,92
20140907,20140913,5,316,11,230,16
20140907,20140913,5,316,11,46,29
20140907,20140913,5,242,1,316,6260
20140907,20140913,5,242,1,242,17262
20140907,20140913,5,242,1,230,2733
20140907,20140913,5,242,1,46,6406
20140907,20140913,5,242,2,316,9142
20140907,20140913,5,242,2,242,17488
20140907,20140913,5,242,2,230,3661
20140907,20140913,5,242,2,46,9991
20140907,20140913,5,242,3,316,12067
20140907,20140913,5,242,3,242,14691
20140907,20140913,5,242,3,230,4717
20140907,20140913,5,242,3,46,10640
20140907,20140913,5,242,4,316,13611
20140907,20140913,5,242,4,242,18171
20140907,20140913,5,242,4,230,7348
20140907,20140913,5,242,4,46,9728
20140907,20140913,5,242,5,316,13486
20140907,20140913,5,242,5,242,35966
20140907,20140913,5,242,5,230,9293
20140907,20140913,5,242,5,46,9340
20140907,20140913,5,242,6,316,12168
20140907,20140913,5,242,6,242,24985
20140907,20140913,5,242,6,230,6258
20140907,20140913,5,242,6,46,6124
20140907,20140913,5,242,7,316,8335
20140907,20140913,5,242,7,242,17482
20140907,20140913,5,242,7,230,6147
20140907,20140913,5,242,7,46,6480
20140907,20140913,5,242,8,316,6372
20140907,20140913,5,242,8,242,13188
20140907,20140913,5,242,8,230,4982
20140907,20140913,5,242,8,46,5717
20140907,20140913,5,242,9,316,4033
20140907,20140913,5,242,9,242,11770
20140907,20140913,5,242,9,230,3626
20140907,20140913,5,242,9,46,3425
20140907,20140913,5,242,10,316,2360
20140907,20140913,5,242,10,242,7141
20140907,20140913,5,242,10,230,1552
20140907,20140913,5,242,10,46,1578
20140907,20140913,5,242,11,316,29
20140907,20140913,5,242,11,242,135
