NUM_MARKET_KEY,CHV_MARKET_NAME,NUM_START_DATE_KEY,NUM_END_DATE_KEY,NUM_WEEK,NUM_V_CS_4,TVR_NUM_V_CS_4,NUM_V_M_CS_4_14,TVR_NUM_V_M_CS_4_14,NUM_V_F_CS_4_14,TVR_NUM_V_F_CS_4_14,NUM_V_M_CS_15_24,TVR_NUM_V_M_CS_15_24,NUM_V_F_CS_15_24,TVR_NUM_V_F_CS_15_24,NUM_V_M_CS_25_34,TVR_NUM_V_M_CS_25_34,NUM_V_F_CS_25_34,TVR_NUM_V_F_CS_25_34,NUM_V_M_CS_35_44,TVR_NUM_V_M_CS_35_44,NUM_V_F_CS_35_44,TVR_NUM_V_F_CS_35_44,NUM_V_M_CS_45_54,TVR_NUM_V_M_CS_45_54,NUM_V_F_CS_45_54,TVR_NUM_V_F_CS_45_54,NUM_V_M_CS_55,TVR_NUM_V_M_CS_55,NUM_V_F_CS_55,TVR_NUM_V_F_CS_55,NUM_V_CS_ANALOG,TVR_NUM_V_CS_ANALOG,NUM_V_CS_DIGITAL,TVR_NUM_V_CS_DIGITAL,NUM_V_S_SEC_A,TVR_NUM_V_CS_SEC_A,NUM_V_S_SEC_B,TVR_NUM_V_CS_SEC_B,NUM_V_S_SEC_C,TVR_NUM_V_CS_SEC_C,NUM_V_S_SEC_DE,TVR_NUM_V_CS_SEC_DE
12, Guj .1 to 1 Mn. ,20140713,20140719,29,459,3011.599297,59,3116.981132,45,2478.688524,45,2584.615384,45,3337.748344,0,0,48,3699.082568,35,2889.434889,35,2984.771573,21,2467.132867,0,0,37,3531.818181,27,3075.254237,298,3101.858736,161,2857.686212,31,2211.464968,111,3034.662327,124,3501.17647,194,2923.049327
13, Guj 1 Mn.+ (Including Ahmedabad) ,20140713,20140719,29,1261,3587.603725,191,3856.730769,116,3291.891891,148,3231.189083,133,3483.086515,78,3097.87234,108,3970.2407,102,3786.961325,94,4551.008645,85,3363.957597,69,4117.939609,88,3757.052096,48,2775.903614,0,0,1261,3587.603725,185,3398.578458,265,3336.080929,307,3844.651509,503,3651.069345
14, Jharkhand .5Mn.+(WEF 3rd April 2011) ,20140713,20140719,29,294,3087.964989,47,3345.762711,0,0,38,2882.167042,30,2880,27,3183.157894,27,3205.65371,0,0,0,0,0,0,0,0,0,0,0,0,178,2927.459618,116,3371.626297,60,2625,81,2835,49,3332.793522,103,3542.272262
15, KAR .1 to 1 Mn. ,20140713,20140719,29,938,4482.548712,94,3418.181818,84,3586.277001,102,4533.333333,106,4858.935879,86,4378.181818,109,5822.575516,65,4503.092783,75,4754.716981,45,3714.987714,0,0,50,4179.104477,61,4999.02439,625,4607.283896,313,4252.648604,96,4455.248618,228,4743.529411,254,4134.88372,360,4602.739726
16, Kerala .1 to 1 Mn. ,20140713,20140719,29,382,3058.91325,45,3516.279069,0,0,30,2673.740053,0,0,0,0,0,0,0,0,32,3608.053691,29,3016.718266,0,0,36,3378.770949,53,3788.93617,212,2720.855614,169,3598.479087,30,2731.707317,58,3184.313725,94,3283.160083,200,2980.044345
17, Kerala 1 Mn.+ ,20140713,20140719,29,121,3066.063348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2908.527131,54,3286.956521,20,3230.76923,28,3484.444444,27,2451.891891,46,3240.251572
18, MAH .1 to 1 Mn. ,20140713,20140719,29,1082,3722.248387,120,3197.462331,128,3584,122,3673.118279,106,4089.092996,104,3395.918367,127,4694.389438,77,3139.805825,69,3983.505154,65,4067.039106,52,4597.894736,60,3726.432532,50,3249.516441,441,4154.079058,641,3473.24625,116,3202.629416,260,3450.236966,297,4142.465753,409,3807.813798
19, MAHA L C I ,20140713,20140719,29,958,3466.379496,115,3149.144254,102,3482.926829,104,3442.75862,112,3703.937007,99,3150,97,3903.233532,68,3879.117147,66,3974.193548,46,3338.228941,55,4079.470198,49,2804.770017,43,2860.990099,628,3698.002103,330,3097.206703,87,3422.950819,209,3514.714714,280,3597.705544,381,3352.081696
20, MAHrest 1 Mn.+ (Including Pune) ,20140713,20140719,29,1034,3902.763423,94,3521.070234,114,3796.233894,133,3865.743944,115,4741.104294,104,3302.835538,104,4225.392986,64,3349.53271,90,4277.227722,53,3656.673511,61,4833.962264,51,3562.577962,50,4221.105527,0,0,1034,3902.763423,239,4169.470404,190,3641.756988,268,3993.259423,339,3837.735849
21, MP .1 to 1 Mn. ,20140713,20140719,29,475,3214.50151,61,2834.854771,0,0,55,3208.333333,76,4836.363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,3360,153,2964.705882,46,2725.925925,90,2938.77551,74,2778.100558,266,3614.071977
22, MP 1 Mn.+ ,20140713,20140719,29,479,3598.122065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,3598.122065,103,3964.261168,83,2805.633802,94,3222.857142,199,4112.177121
23, Orissa .1 to 1 Mn. ,20140713,20140719,29,295,3201.550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3029.382151,98,3614.489571,72,3260.377358,62,3059.030837,53,2487.150837,107,3756.739811
24, PHCHP .1 to 1Mn. (Including PCHP .1 to 1 Mn.) ,20140713,20140719,29,734,2790.179884,98,2546.63573,63,2713.846153,85,2612.991765,88,3499.171597,62,2578.217821,60,3017.964071,56,3020.224719,62,3387.317073,42,2515.508021,35,2409.836065,42,2603.690036,40,2569.789674,292,2677.729257,442,2869.242658,127,3201.2003,182,2475.789473,163,3039.289678,263,2732.467532
25, PHCHP 1 Mn.+ (Including Punjab 1Mn.+) ,20140713,20140719,29,412,2843.130006,58,3068.976377,44,2346.666666,45,2336.939721,46,3382.056892,37,2702.608695,34,2892.151898,0,0,25,3684.210526,26,2663.414634,27,3475.862068,29,2917.365269,21,2964.705882,0,0,412,2843.130006,89,2848,129,2697.199751,97,2816.940363,97,3089.289099
26, Rajasthan .1 to 1 Mn. ,20140713,20140719,29,477,2953.778105,49,2258.436213,55,2838.709677,53,2924.137931,54,3780,45,2935.92233,42,2657.627118,32,2978.393351,49,3750.341685,34,2675.409836,26,3309.090909,0,0,0,0,293,2985.987261,184,2903.898543,60,2270.27027,159,3568.737474,131,3132.811387,127,2608.312958
27, Rajasthan 1 Mn+ ,20140713,20140719,29,278,3203.292181,43,3685.714285,0,0,40,3013.452914,37,3801.834862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,3203.292181,58,2706.666666,72,3058.407079,51,3346.875,98,3683.221476
28, TN .1 to 1 Mn. ,20140713,20140719,29,811,3882.815616,72,3062.278481,54,2684.023668,67,3545.19685,97,4392.45283,69,3622.5,89,4423.668639,56,3157.046979,69,3889.932885,74,4362.105263,73,6026.535626,0,0,42,3887.603305,711,3843.243243,0,0,84,3975.211267,158,4442.51046,209,4019.690898,361,3603.565062
29, TNrest 1 Mn.+ ,20140713,20140719,29,334,3989.477426,0,0,0,0,0,0,0,0,20,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,3949.339407,76,4138.735818,51,3808,93,3728.878281,79,4167.032967,112,4237.837837
30, UP .1 to 1 Mn. ,20140713,20140719,29,993,2640.246894,167,2693.807009,114,2460.115606,123,2500.181488,107,2782.662538,101,3013.854351,92,3039.528023,59,2100,90,3057.633973,51,2557.61194,29,2473.096446,44,2697.810218,18,1652.459016,554,2543.993439,440,2778.947368,170,2489.973844,250,2494.061757,270,3085.714285,304,2531.449814
31, UP 1 Mn.+ ,20140713,20140719,29,953,3081.293302,114,2575.92468,129,3484.244372,119,2860.085836,112,3255.363321,70,2584.615384,97,3746.206896,61,2907.234042,75,3480.662983,57,3213.422818,46,3457.71812,42,2909.690721,31,2830.434782,0,0,953,3081.293302,262,3133.926664,265,3037.871033,181,3034.730538,245,3108.761329
32, WB .1 to 1 Mn. ,20140713,20140719,29,392,3262.620757,0,0,0,0,0,0,0,0,37,2639.490445,42,3067.826086,0,0,0,0,0,0,0,0,0,0,0,0,341,3162.462048,51,4129.156626,43,3182.378854,91,3360,92,2690.339425,167,3681.889763
33, WBrest  1 Mn.+ ,20140713,20140719,29,119,2916.411378,0,0,0,0,0,0,0,0,7,2198.130841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2939.656582,12,2724.324324,15,2754.09836,19,2671.129707,23,2550.495049,61,3167.851622
34, GUJ L C I(WEF 30th Dec 2012) ,20140713,20140719,29,450,3288.386254,55,3100.67114,48,3591.982182,40,2973.451327,40,2890.32258,39,3580.327868,46,3367.320261,36,3426.628895,39,3430.366492,25,3243.243243,32,3799.293286,30,3428.571428,20,2811.715481,294,3232.460732,156,3397.018794,21,2964.705882,61,2846.666666,112,3266.666666,256,3457.234726
35, MP L C I(WEF 30th Dec 2012) ,20140713,20140719,29,749,3103.514613,72,3062.278481,67,3009.625668,73,2812.844036,94,3444.274809,62,2716.036505,82,3401.481481,61,3129.160305,68,3405.067064,47,3054.545454,49,3502.978723,41,2900.210526,33,2658.992805,505,3122.561648,244,3065.968586,75,2520,157,3248.275862,161,3114.33506,355,3182.497331
36, PHCHP L C I(WEF 30th Dec 2012) ,20140713,20140719,29,602,2790.728476,52,2419.944598,54,2830.577223,55,2538.461538,64,3045.892351,43,2286.075949,65,3179.039301,44,2668.592057,80,4005.961251,42,2520,33,2566.666666,29,2170.155902,40,2884.120171,319,2571.59309,283,3087.272727,78,2633.969849,172,2643.732845,145,2862.514688,207,2942.131979
37, RAJ L C I(WEF 30th Dec 2012) ,20140713,20140719,29,483,2441.522491,59,2438.376383,0,0,56,2684.165477,54,2660.410557,53,3168.683274,0,0,0,0,56,2972.511848,0,0,0,0,0,0,0,0,278,2453.5855,205,2425.352112,35,2052.35602,115,2377.846153,111,2654.519572,222,2450.459921
38, UP L C I(WEF 30th Dec 2012) ,20140713,20140719,29,1057,2143.602124,83,1662.969588,101,2276.056338,98,1904.453441,124,2540.487804,107,2514.125874,121,2430.125523,92,2217.503586,122,2627.692307,71,1923.870967,66,2817.789072,32,1156.129032,41,1353.24165,518,2455.184088,540,1914.125962,85,1859.375,203,2142.884071,211,1954.673283,558,2280.321089
39, *Pune ,20140713,20140719,29,626,4043.367935,0,0,0,0,78,3527.321668,68,4720.661157,65,3603.960396,63,4631.947483,0,0,46,3973.264781,0,0,0,0,0,0,0,0,0,0,626,4043.367935,167,4336.321483,103,3888.539325,172,4038.574423,183,3872.040302
40, *Ahmedabad ,20140713,20140719,29,513,3591,0,0,0,0,59,3207.76699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,3591,113,3800.6006,104,3217.679558,138,4655.421686,159,3107.853403
41, PCHP .1 to 1 Mn. ,20140713,20140719,29,325,2608.695652,40,2408.60215,30,2666.666666,38,2441.300191,42,3441.951219,23,2088.648648,25,2692.307692,24,2618.181818,30,3500,21,2450,0,0,16,2297.435897,17,2430.638297,0,0,290,2874.336283,40,3040.723981,70,2225.165562,77,3221.917808,139,2478.980891
42, Punjab 1Mn.+ ,20140713,20140719,29,290,3101.20942,0,0,0,0,28,2363.819095,0,0,0,0,25,3157.894736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,3101.20942,60,3184.834123,96,2836.939313,66,3013.043478,67,3539.622641
1, *Bangalore ,20140706,20140712,28,1051,4864.802314,102,3846.464646,70,3312.676056,128,5012.587412,121,5286.866059,94,4216.822429,123,5904,64,3779.261862,105,6082.75862,57,5204.347826,59,6955.789473,70,5560.283687,58,5443.575418,0,0,1051,4864.802314,206,4417.102744,302,4591.493212,289,5520.409323,254,4953.221125
2, *Calcutta ,20140706,20140712,28,1454,3734.760339,126,3720.210896,118,3543.163538,124,2907.466852,141,3902.471169,116,2900,136,4142.883046,95,3511.551155,116,4227.331887,64,2725.475285,117,4938.693467,161,4213.084112,140,4571.428571,0,0,1454,3734.760339,227,3518.08118,329,3753.616298,326,3978.786778,572,3685.369127
3, *Chennai ,20140706,20140712,28,1043,4524.244771,99,4215.969581,83,3743.355704,78,3430.366492,121,5094.736842,103,4288.475836,93,4144.297082,61,3933.973128,71,5231.578947,44,4050.410958,87,6167.088607,115,5404.195804,89,5359.139784,576,4328.696041,467,4791.206106,229,4445.060658,254,4527.533156,258,4384.825493,303,4728.657686
4, *Delhi ,20140706,20140712,28,1978,3536.842105,268,3346.265328,248,3353.239436,238,3337.562604,209,3875.496688,192,3139.270072,182,3668.386322,95,3093.023255,142,4046.819338,117,3403.636363,98,4372.908366,114,4209.230769,75,3841.463414,0,0,1978,3536.842105,593,3493.740136,501,3452.337981,365,3988.292682,520,3401.20693
5, *Hyderabad ,20140706,20140712,28,870,4082.681564,84,2410.247651,95,3606.779661,97,3785.365853,96,4167.44186,81,3955.813953,106,5095.278969,54,4059.060402,89,6349.044585,54,5040,42,6030.76923,32,3826.334519,38,4448.780487,164,4066.715867,706,4086.408268,163,4441.849148,182,4182.763337,247,4262.557781,278,3711.084624
6, *Mumbai ,20140706,20140712,28,2363,4107.864238,270,3862.068965,252,4070.76923,298,4128.98969,222,4056.117455,231,3638.818565,254,4684.083424,164,3888.77911,162,4502.23325,145,4153.452685,148,4776.945244,112,3774.52357,104,4140.28436,120,3515.257192,2244,4147.098619,368,4027.622149,545,3968.790637,650,4347.133757,799,4055.347432
8, APRest 1 Mn.+ ,20140706,20140712,28,816,5060.465116,0,0,0,0,68,3898.976109,0,0,0,0,0,0,0,0,110,6671.480144,0,0,0,0,0,0,0,0,288,5045.255474,528,5068.8,130,3906.976744,124,4983.732057,208,5326.829268,354,5532.279069
9, Assam .5Mn.+ ,20140706,20140712,28,98,3415.767634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3533.460803,44,3352.380952,21,3041.37931,24,3332.231404,20,3326.732673,33,3836.6782
10, Bihar 1Mn.+ ,20140706,20140712,28,154,2609.379727,20,2357.894736,18,2688,18,2551.898734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2609.379727,40,2794.178794,45,2597.938144,27,2870.886075,42,2332.561983
11, Chattisgarh .1 to 1Mn. ,20140706,20140712,28,303,3157.816377,36,2504.347826,33,3158.974358,38,3606.779661,32,3219.161676,0,0,0,0,0,0,38,3450.81081,0,0,0,0,0,0,0,0,160,2970.165745,143,3398.019801,45,2769.230769,70,3191.316146,82,3615.748031,107,3049.363867
12, Guj .1 to 1 Mn. ,20140706,20140712,28,432,2834.446397,59,2860.60606,37,2252.173913,46,2642.051282,44,3270.79646,39,2776.271186,44,3360,27,2458.536585,35,3007.672634,17,2062.093862,0,0,36,3397.752808,26,2730,282,2935.315985,149,2644.690966,30,2140.127388,100,2989.323843,114,3035.18225,188,2790.106007
13, Guj 1 Mn.+ (Including Ahmedabad) ,20140706,20140712,28,1201,3416.900931,200,4036.036036,97,2755.029585,147,3238.819672,135,3535.463756,79,2854.193548,81,3423.396226,90,3416.949152,96,4388.571428,73,2875.498241,68,3757.894736,78,3575.443383,57,3109.090909,0,0,1201,3416.900931,174,3196.50082,271,3411.614837,285,3628.647214,471,3386.603894
14, Jharkhand .5Mn.+(WEF 3rd April 2011) ,20140706,20140712,28,269,2825.382932,46,2949.61832,0,0,37,2702.608695,29,2776.068376,0,0,26,3223.616236,22,2747.95539,0,0,0,0,0,0,0,0,0,0,166,2730.10279,103,2993.771626,61,2668.75,70,2450,41,2788.663967,97,3335.926305
15, KAR .1 to 1 Mn. ,20140706,20140712,28,903,4315.289432,88,3478.588235,76,2962.412993,101,4482.959048,105,4813.096862,89,4565.496183,95,5074.72178,60,3899.419729,77,5053.125,47,3967.839195,0,0,52,4573.821989,63,4934.265734,615,4533.567354,288,3912.980186,88,4083.9779,207,4306.625386,262,4300.537371,345,4380.95238
16, Kerala .1 to 1 Mn. ,20140706,20140712,28,388,3106.959008,40,3111.111111,0,0,35,3119.363395,0,0,0,0,0,0,0,0,31,3165.957446,26,2951.351351,0,0,42,3793.548387,49,3642.477876,215,2759.358288,173,3683.65019,32,3028.732394,61,3279.36,93,3248.232848,202,3009.844789
17, Kerala 1 Mn.+ ,20140706,20140712,28,122,3091.402714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3580.327868,66,2865.116279,56,3408.695652,21,3251.612903,31,3063.529411,23,2664.827586,48,3367.014613
18, MAH .1 to 1 Mn. ,20140706,20140712,28,1060,3646.564963,128,3389.125295,130,3661.357921,120,3518.324607,93,3663.305978,110,3360,112,4209.395973,72,3221.304926,75,4144.736842,59,3827.027027,47,4211.2,58,3670.056497,55,3493.383742,430,4050.462573,630,3413.64296,113,3119.802793,232,3078.672985,309,4309.838107,407,3789.193682
19, MAHA L C I ,20140706,20140712,28,947,3426.577643,122,3303.142626,98,3398.142414,108,3529.961089,103,3406.299212,97,3124.832214,98,3943.473053,69,3942.857142,59,3827.027027,49,3326.060606,57,4200,48,2895.511669,41,2541.697416,598,3521.345951,349,3275.530726,85,3344.262295,206,3464.264264,267,3430.669216,388,3413.668499
20, MAHrest 1 Mn.+ (Including Pune) ,20140706,20140712,28,1029,3883.89126,97,3729.061784,101,3288.372093,130,3736.526946,112,4589.268292,119,3822.562141,107,4368.408262,66,3375.342465,88,4480,48,3367.014613,61,4554.666666,53,3756.962025,46,3688.782816,0,0,1029,3883.89126,236,4117.133956,193,3699.258414,267,3978.359201,333,3769.81132
21, MP .1 to 1 Mn. ,20140706,20140712,28,438,2964.108761,68,2998.425196,0,0,52,2986.666666,62,4068.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,3214.365325,129,2499.653979,49,2659.773828,87,2868.694798,68,2608.219178,234,3207.833537
22, MP 1 Mn.+ ,20140706,20140712,28,480,3605.633802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,3605.633802,97,3733.333333,82,2771.830985,97,3325.714285,203,4194.833948
23, Orissa .1 to 1 Mn. ,20140706,20140712,28,292,3168.992248,0,0,0,0,0,0,0,0,32,2978.393351,39,3865.486725,0,0,0,0,0,0,0,0,0,0,0,0,191,2937.116704,101,3725.137211,66,3013.043478,73,3164.903225,52,2742.857142,101,3579.746835
24, PHCHP .1 to 1Mn. (Including PCHP .1 to 1 Mn.) ,20140706,20140712,28,717,2725.557189,104,2919.298245,70,2663.646659,79,2430.76923,87,3240.798226,70,2962.216624,53,2706.382978,50,2675.159235,59,3644.117647,39,2240,34,2111.645101,35,2337.972166,36,2357.894736,295,2705.240174,422,2739.412673,117,3064.068589,172,2251.343981,144,2779.092475,282,2917.241379
25, PHCHP 1 Mn.+ (Including Punjab 1Mn.+) ,20140706,20140712,28,425,2932.840418,61,2886.760563,46,2784.864864,47,2440.803709,53,3896.717724,37,2702.608695,34,2892.151898,0,0,21,3081.222707,25,2434.782608,25,3471.07438,30,3092.024539,25,3281.25,0,0,425,2932.840418,99,2912.784588,127,2816.633663,102,2962.143474,97,3089.289099
26, Rajasthan .1 to 1 Mn. ,20140706,20140712,28,459,2842.31478,53,2673.873873,55,2588.235294,59,3417.931034,53,3741.17647,36,2509.543568,33,2096.030245,38,2888.687782,46,3788.235294,30,3073.170731,20,2847.457627,20,2461.538461,0,0,279,2843.312101,180,2840.770314,61,2448.745519,127,3179.731743,155,3103.694874,115,2461.146496
27, Rajasthan 1 Mn+ ,20140706,20140712,28,284,3272.427983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,3272.427983,65,3033.333333,68,2888.495575,52,3412.5,99,3720.805369
28, TN .1 to 1 Mn. ,20140706,20140712,28,820,3925.904816,73,3177.202072,60,2909.090909,72,3750.697674,99,4476.985195,70,3757.188498,94,4814.634146,61,3393.377483,77,4067.924528,62,4295.257731,0,0,0,0,42,3743.236074,718,3881.081081,0,0,85,4206.185567,163,4579.264214,218,4251.189785,353,3469.084527
29, TNrest 1 Mn.+ ,20140706,20140712,28,349,4168.645574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,4286.104783,69,3757.536466,60,3825.426944,83,3669.473684,88,4663.722397,119,4482.51121
30, UP .1 to 1 Mn. ,20140706,20140712,28,954,2536.551396,170,2748.79692,118,2539.910313,111,2256.261343,109,2834.674922,92,2745.293072,92,3039.528023,49,1774.137931,84,2859.574468,45,2273.68421,24,2057.142857,43,2539.191564,16,1449.056603,514,2360.311603,440,2778.947368,169,2475.326939,236,2354.394299,240,2742.857142,309,2573.085501
31, UP 1 Mn.+ ,20140706,20140712,28,896,2896.99769,125,2824.478816,117,3160.128617,104,2499.570815,109,3168.166089,67,2473.846153,90,3475.862068,63,2781.603153,72,3016.458852,48,2728.93401,37,3332.975871,37,2864.516129,28,2584.615384,0,0,896,2896.99769,252,3014.311142,264,3026.407369,164,2749.700598,216,2740.785498
32, WB .1 to 1 Mn. ,20140706,20140712,28,376,3129.452563,0,0,0,0,0,0,0,0,34,2384.968684,43,3154.585152,0,0,0,0,0,0,0,0,0,0,0,0,326,3020.84942,49,3996.116504,43,3182.378854,86,3175.384615,90,2631.853785,157,3461.417322
33, WBrest  1 Mn.+ ,20140706,20140712,28,115,2818.380743,0,0,0,0,0,0,0,0,8,2512.149532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2851.24792,13,2584.615384,12,2203.278688,20,2811.715481,24,2661.386138,58,3012.055641
34, GUJ L C I(WEF 30th Dec 2012) ,20140706,20140712,28,458,3346.846454,61,3450.50505,46,3419.469026,43,3196.460176,39,2818.064516,41,3763.934426,46,3367.320261,35,3230.76923,35,3489.614243,23,3374.672489,38,3977.570093,31,3327.795527,21,2856.680161,309,3397.382198,149,3244.588464,20,2823.529411,63,2940,114,3325,260,3511.254019
35, MP L C I(WEF 30th Dec 2012) ,20140706,20140712,28,707,2929.485756,69,3026.631853,71,3090.15544,69,2631.555051,98,3563.636363,49,2421.17647,67,2901.030927,55,2689.956331,65,3160.636758,48,3066.159695,41,3116.742081,42,2756.25,34,2533.037694,471,2912.329775,236,2965.445026,74,2486.4,148,3062.068965,162,2959.869494,323,2976.631925
36, PHCHP L C I(WEF 30th Dec 2012) ,20140706,20140712,28,553,2563.576158,49,2280.332409,51,2673.322932,46,2052.589641,61,2903.116147,44,2435.584843,61,2815.384615,35,2066.783831,72,3336.827586,35,2085.106382,29,2729.411764,37,2891.16279,33,2486.098654,292,2353.93474,261,2847.272727,75,2532.663316,146,2244.09881,129,2546.650998,203,2885.279187
37, RAJ L C I(WEF 30th Dec 2012) ,20140706,20140712,28,453,2289.875131,39,1885.467625,0,0,54,2660.410557,52,2550.656934,48,2785.492227,0,0,0,0,42,2069.208211,0,0,0,0,0,0,0,0,284,2506.540583,168,1987.605633,37,2092.929292,93,1948.129675,95,2352.247605,228,2477.619663
38, UP L C I(WEF 30th Dec 2012) ,20140706,20140712,28,1037,2103.042008,80,1602.862254,91,2050.704225,104,2021.052631,111,2274.146341,103,2468.473609,111,2319.402985,98,2150.751143,132,2488.888888,79,2240,58,2247.750865,37,1420.8,33,1419.718309,497,2355.649597,540,1914.125962,82,1793.75,184,1942.318567,208,1926.88172,563,2300.754074
39, *Pune ,20140706,20140712,28,621,4011.072664,0,0,0,0,76,3436.877523,65,4512.396694,77,4269.30693,63,4631.947483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,4011.072664,163,4232.457496,105,3964.044943,176,4132.494758,177,3745.088161
40, *Ahmedabad ,20140706,20140712,28,480,3360,0,0,0,0,58,3153.398058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,3360,107,3598.798798,103,3186.740331,122,4305.882352,147,2801.588201
41, PCHP .1 to 1 Mn. ,20140706,20140712,28,321,2576.588628,50,3076.923076,27,2290.90909,38,2523.320158,43,3440,31,2748.28496,20,2196.078431,0,0,27,3543.75,17,2032.740213,0,0,13,2031.627906,16,1933.812949,0,0,278,2755.39823,39,2964.705882,67,2050.273224,67,2803.486924,148,2698.209441
42, Punjab 1Mn.+ ,20140706,20140712,28,281,3002.098569,0,0,0,0,27,2314.285714,0,0,26,2892.715231,22,2887.5,0,0,0,0,0,0,0,0,18,2584.615384,0,0,0,0,281,3002.098569,65,3033.333333,91,2909.229305,61,2714.701986,63,3425.242718
1, *Bangalore ,20140629,20140705,27,1023,4735.197685,102,3907.86773,72,3346.058091,122,4777.622377,116,5068.40052,86,3857.943925,120,5760,62,3968,105,5880,64,5012.587412,61,7320,61,5060.74074,54,5274.418604,0,0,1023,4735.197685,196,4202.68028,308,4684.834766,295,5635.019897,223,4348.694138
2, *Calcutta ,20140629,20140705,27,1464,3760.446449,115,3395.430579,120,3603.217158,130,3048.150732,138,3819.439868,123,3075,135,4112.42067,97,3785.365853,127,4529.936305,71,2937.931034,104,4561.879895,168,4312.299465,137,4430.413859,0,0,1464,3760.446449,227,3518.08118,339,3867.707979,326,3978.786778,573,3691.81208
3, *Chennai ,20140629,20140705,27,985,4272.656855,89,3914.136125,72,3141.818181,92,3868.836045,111,4673.68421,89,3873.575129,86,3832.360742,66,4408.747514,68,4924.137931,42,3909.141274,70,5613.365155,109,4976.086956,88,4887.272727,539,4050.637441,446,4575.755725,213,4313.92405,240,4120.592743,248,4214.871016,283,4416.535067
4, *Delhi ,20140629,20140705,27,2011,3595.849076,288,3490.90909,259,3619.966722,239,3351.585976,214,3968.21192,205,3351.824817,168,3386.202759,97,3112.893982,147,4246.947549,112,3363.00268,95,4050.761421,116,4190.967741,70,3698.113207,0,0,2011,3595.849076,598,3523.198316,502,3459.228876,389,4250.536585,522,3414.288495
5, *Hyderabad ,20140629,20140705,27,826,3876.201117,74,2077.192982,86,3363.911525,93,3546.878547,95,4150.845253,71,3710.108864,100,4686.192468,55,4134.228187,86,6070.588235,55,5035.422343,41,5577.327935,36,4032,35,4593.75,152,3769.151291,674,3901.18863,147,4005.839416,177,4287.815428,246,4126.610084,256,3391.798107
6, *Mumbai ,20140629,20140705,27,2306,4008.774834,265,3793.779292,246,3970.028818,295,4065.627563,213,3868.54054,242,3824.647224,245,4518.111964,152,3505.284831,155,4361.809045,124,3843.542435,136,4449.464459,123,3977.670837,108,4219.534883,117,3427.375762,2189,4045.454045,361,3951.009771,536,3903.250975,640,4270.055599,769,3910.169491
8, APRest 1 Mn.+ ,20140629,20140705,27,360,4465.116279,0,0,0,0,30,3463.917525,44,5028.571428,0,0,0,0,0,0,54,6388.732394,0,0,0,0,0,0,0,0,121,4239.416058,238,4569.6,58,3511.351351,61,4845.39007,90,4630.93415,151,4706.493506
9, Assam .5Mn.+ ,20140629,20140705,27,110,3834.024896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3790.43977,51,3885.714285,23,3206.639004,25,3529.411764,23,3594.418604,39,4835.424354
10, Bihar 1Mn.+ ,20140629,20140705,27,168,2846.596066,28,3115.231788,18,2921.73913,0,0,0,0,24,2839.436619,20,3343.283582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2846.596066,40,2794.178794,52,3002.061855,42,3171.235955,33,2334.315789
11, Chattisgarh .1 to 1Mn. ,20140629,20140705,27,323,3366.253101,41,3095.730337,34,2936.760925,37,3155.329949,39,3865.486725,0,0,0,0,0,0,46,3973.264781,0,0,0,0,0,0,0,0,175,3248.618784,147,3493.069306,47,2892.307692,75,3419.267299,79,3830.30303,122,3281.985588
12, Guj .1 to 1 Mn. ,20140629,20140705,27,438,2873.813708,58,2836.681222,44,2649.462365,42,2412.307692,54,3970.2407,41,2975.377969,43,3189.403973,30,2584.615384,35,2847.457627,20,2417.266187,0,0,29,2857.478005,24,2890.32258,282,2935.315985,157,2786.687797,30,2140.127388,101,2806.94789,119,3326.455906,188,2822.520107
