NUM_MARKET_KEY,CHV_MARKET_NAME,NUM_START_DATE_KEY,NUM_END_DATE_KEY,NUM_WEEK,NUM_V_CS_4,TVR_NUM_V_CS_4,NUM_V_M_CS_4_14,TVR_NUM_V_M_CS_4_14,NUM_V_F_CS_4_14,TVR_NUM_V_F_CS_4_14,NUM_V_M_CS_15_24,TVR_NUM_V_M_CS_15_24,NUM_V_F_CS_15_24,TVR_NUM_V_F_CS_15_24,NUM_V_M_CS_25_34,TVR_NUM_V_M_CS_25_34,NUM_V_F_CS_25_34,TVR_NUM_V_F_CS_25_34,NUM_V_M_CS_35_44,TVR_NUM_V_M_CS_35_44,NUM_V_F_CS_35_44,TVR_NUM_V_F_CS_35_44,NUM_V_M_CS_45_54,TVR_NUM_V_M_CS_45_54,NUM_V_F_CS_45_54,TVR_NUM_V_F_CS_45_54,NUM_V_M_CS_55,TVR_NUM_V_M_CS_55,NUM_V_F_CS_55,TVR_NUM_V_F_CS_55,NUM_V_CS_ANALOG,TVR_NUM_V_CS_ANALOG,NUM_V_CS_DIGITAL,TVR_NUM_V_CS_DIGITAL,NUM_V_S_SEC_A,TVR_NUM_V_CS_SEC_A,NUM_V_S_SEC_B,TVR_NUM_V_CS_SEC_B,NUM_V_S_SEC_C,TVR_NUM_V_CS_SEC_C,NUM_V_S_SEC_DE,TVR_NUM_V_CS_SEC_DE
29, TNrest 1 Mn.+ ,20140309,20140315,11,345,4120.867401,0,0,0,0,0,0,0,0,27,3529.961089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,3979.954441,84,4574.39222,63,4373.553719,88,3682.19178,87,4462.900763,107,4127.669345
30, UP .1 to 1 Mn. ,20140309,20140315,11,1162,3089.594049,198,3314.798206,147,3024.617268,127,2581.488203,118,3068.73065,94,2968.421052,114,3766.371681,90,2967.615309,93,3426.315789,49,2977.215189,38,3047.255369,58,2993.548387,36,2893.779904,628,2883.804838,534,3372.631578,211,3090.496948,309,3082.660332,289,3302.857142,353,2939.479553
31, UP 1 Mn.+ ,20140309,20140315,11,1121,3624.480369,150,3631.123919,175,4375,124,2980.25751,131,3807.612456,84,3101.538461,106,4093.793103,59,2963.228699,83,3878.720445,63,3403.215434,52,4335.48387,52,3529.696969,42,3384.172661,0,0,1121,3624.480369,321,3839.658241,300,3439.099283,218,3560.913952,281,3638.381502
32, WB .1 to 1 Mn. ,20140309,20140315,11,391,3254.297745,0,0,0,0,0,0,0,0,38,2553.6,36,3217.021276,0,0,0,0,0,0,0,0,0,0,0,0,350,3200,0,0,36,2664.31718,85,3138.461538,101,2953.524804,169,3725.984251
33, WBrest  1 Mn.+ ,20140309,20140315,11,131,3210.503282,0,0,0,0,0,0,0,0,9,2826.168224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,3082.314049,19,3965.217391,15,2754.09836,22,3092.887029,30,3326.732673,63,3271.71561
34, GUJ L C I(WEF 30th Dec 2012) ,20140309,20140315,11,450,3288.386254,54,3013.953488,47,3556.756756,38,2824.778761,47,3396.129032,38,3488.52459,48,3513.72549,36,3397.752808,35,3204.359673,32,4119.540229,30,3561.837455,24,2790.311418,22,2910.23622,310,3408.376963,140,3048.60661,23,3247.058823,70,3266.666666,107,3120.833333,249,3362.700964
35, MP L C I(WEF 30th Dec 2012) ,20140309,20140315,11,747,3095.227524,63,2891.803278,81,3376.674937,70,2694.158075,94,3552.755905,58,2795.982783,75,3111.111111,59,3293.023255,70,3448.680351,50,2901.554404,48,3332.231404,44,2758.208955,33,2652.631578,513,3172.027972,234,2940.314136,80,2688,148,3062.068965,159,2905.057096,360,3317.608337
36, PHCHP L C I(WEF 30th Dec 2012) ,20140309,20140315,11,671,3110.596026,67,3118.00554,70,3669.26677,54,2700,64,3045.892351,55,2686.046511,72,3323.076923,53,3418.042226,75,3641.618497,42,2584.615384,45,3643.373493,38,2574.193548,36,2866.35071,366,2950.479846,304,3316.363636,75,2532.663316,193,2966.514181,168,3316.568742,234,3325.888324
37, RAJ L C I(WEF 30th Dec 2012) ,20140309,20140315,11,523,2643.71897,63,2584.615384,0,0,58,2473.096446,53,2914.566284,54,3397.752808,0,0,0,0,57,2321.454545,0,0,0,0,0,0,0,0,302,2665.405831,221,2614.647887,49,2771.717171,117,2450.872817,112,2684.165477,245,2701.673777
38, UP L C I(WEF 30th Dec 2012) ,20140309,20140315,11,1349,2735.779816,117,2344.186046,116,2614.084507,130,2526.315789,157,3216.585365,122,2923.823109,159,3164.928909,125,2709.677419,173,3383.46915,97,2578.481012,0,0,44,1900.257069,48,1715.74468,573,2715.869657,775,2747.125224,108,2362.5,259,2734.024505,246,2278.908188,736,3007.735344
39, *Pune ,20140309,20140315,11,602,3888.350634,0,0,0,0,72,3255.989232,63,4373.553719,70,3881.188118,63,4631.947483,0,0,43,4024.512534,0,0,0,0,0,0,0,0,0,0,602,3888.350634,151,3920.865533,96,3624.269662,182,4273.375262,173,3660.4534
40, *Ahmedabad ,20140309,20140315,11,471,3297,0,0,0,0,59,3207.76699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,3297,94,3161.561561,104,3217.679558,112,3859.692307,160,3089.655172
41, PCHP .1 to 1 Mn. ,20140309,20140315,11,360,2889.632107,46,2755.080213,49,3346.341463,36,2110.994764,47,4256.603773,24,2859.574468,30,3348.837209,0,0,38,4118.709677,25,2658.227848,0,0,0,0,14,1960,7,295.477386,353,3498.761061,44,3118.987341,78,2389.061075,93,3084.698914,145,3041.198501
42, Punjab 1Mn.+ ,20140309,20140315,11,292,3158.789439,0,0,0,0,35,3178.378378,0,0,24,2568.152866,25,3169.81132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,3158.789439,67,3310.588235,89,2999.398194,78,3448.421052,58,2917.365269
1, *Bangalore ,20140302,20140308,10,977,4522.275795,82,3017.743702,71,3467.44186,113,4425.174825,119,5199.479843,96,4306.542056,109,5232,60,3754.189944,77,4909.297912,60,4881.355932,55,6078.947368,67,5504.156479,67,5742.857142,0,0,977,4522.275795,182,3902.488832,301,4578.361249,234,4469.812393,260,5070.226349
2, *Calcutta ,20140302,20140308,10,1420,3647.427566,107,3159.226713,107,3212.868632,118,2766.782972,138,3819.439868,123,3075,138,4203.807796,91,3490.410958,115,4029.19708,60,2551.898734,124,5425,178,4541.230068,121,3985.882352,0,0,1420,3647.427566,233,3611.07011,329,3753.616298,270,3295.314202,588,3788.456375
3, *Chennai ,20140302,20140308,10,1059,4593.648334,89,3828.937259,83,3703.585657,80,3364.205256,106,4463.157894,105,4569.948186,107,4768.169761,66,4562.962962,82,5976.572668,50,4028.776978,70,6000,120,5776.504297,101,5344.251968,584,4388.816819,475,4873.282442,222,4309.185441,278,4955.331564,287,4877.693474,272,4244.867626
4, *Delhi ,20140302,20140308,10,2068,3697.770209,267,3236.363636,273,3815.640599,236,3309.515859,210,3894.039735,207,3384.525547,187,3769.166166,103,3321.305182,149,4490.044843,133,3909.711286,116,4794.09594,111,4089.473684,77,3920,0,0,2068,3697.770209,591,3481.956864,537,3700.410172,370,4042.926829,570,3728.246058
5, *Hyderabad ,20140302,20140308,10,984,4617.653631,88,2544.578313,86,3232.214765,110,4195.23269,108,4731.160365,102,5138.230884,137,6402.225312,70,5273.5426,99,6816.393442,55,4750.642673,44,6720,41,5402.352941,43,5331.365313,159,3942.730627,826,4780.981912,173,4714.355231,207,5014.563806,278,4581.069151,326,4379.688124
6, *Mumbai ,20140302,20140308,10,2248,3907.947019,276,3986.930352,226,3610.841654,267,3592.791349,214,3905.703422,240,3789.473684,225,4204.671857,167,3962.711864,145,4026.44628,120,3645.56962,142,4696.062992,123,4145.235707,103,3892.913385,124,3632.432432,2125,3927.176722,354,3874.397394,539,3925.097529,612,4152.504038,744,3735.564853
7, AP .1 to 1 Mn. ,20140302,20140308,10,989,4389.169198,107,3638.866396,90,3186.512118,81,3529.961089,138,5810.526315,60,3140.186915,134,5772.307692,90,4153.846153,104,5728.52459,54,4737.336814,0,0,0,0,50,4705.882352,859,4377.73396,130,4466.257668,77,4422.564102,152,4425.649913,294,4525.148877,466,4290.929021
8, APrest 1 Mn.+ ,20140302,20140308,10,399,4948.837209,0,0,0,0,38,4298.989898,50,5773.195876,0,0,0,0,0,0,62,6830.163934,0,0,0,0,0,0,0,0,146,5115.328467,253,4857.6,58,3461.456483,59,4776.867469,94,5021.303656,187,5701.633393
9, Assam .5Mn.+ ,20140302,20140308,10,92,3206.639004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3083.747609,43,3276.190476,26,2738.557993,22,3314.798206,14,2816.766467,30,3937.5
10, Bihar 1Mn.+ ,20140302,20140308,10,185,3134.644478,25,2947.368421,19,2837.333333,22,2800,0,0,22,3145.531914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,3134.644478,42,2933.887733,59,3406.185567,35,3721.518987,49,2721.322314
11, Chattisgarh .1 to 1Mn. ,20140302,20140308,10,352,3668.486352,0,0,0,0,38,3469.565217,39,4019.631901,0,0,0,0,0,0,52,4760.762942,0,0,0,0,0,0,0,0,188,3489.944751,165,3920.792079,54,3323.076923,83,3388.578371,94,4836.753445,121,3379.551122
12, Guj .1 to 1 Mn. ,20140302,20140308,10,472,3096.895137,69,3293.181818,0,0,47,2699.487179,51,3555.186721,34,2538.666666,47,3724.528301,37,3032.195121,37,3179.539641,0,0,0,0,35,3805.825242,28,3015.384615,314,3268.401486,158,2804.4374,36,2568.152866,112,2937.704918,100,2833.052276,224,3449.312557
13, Guj 1 Mn.+ (Including Ahmedabad) ,20140302,20140308,10,1195,3399.830651,180,3775.280898,122,3289.88764,151,3155.22388,135,3535.463756,68,2547.15719,103,3556.834532,80,3294.117647,76,3828.485757,88,3398.620689,57,3420,80,3657.142857,55,3341.772151,0,0,1195,3399.830651,163,2994.423182,267,3361.258898,293,3750.4,471,3376.488158
14, Jharkhand .5Mn.+(WEF 3rd April 2011) ,20140302,20140308,10,315,3308.533916,46,3569.515011,33,2865.116279,37,2819.047619,33,3150,0,0,36,3992.079207,29,3073.817034,0,0,0,0,0,0,0,0,0,0,204,3355.066079,111,3226.297577,78,3412.5,86,3010,51,3420.359281,100,3463.917525
15, KAR .1 to 1 Mn. ,20140302,20140308,10,975,4659.365666,94,3685.414235,81,3183.157894,109,4909.383378,105,4813.096862,76,4306.23946,99,5288.394276,71,4329.582577,76,5539.262472,0,0,0,0,69,5404.195804,80,6207.852193,637,4695.743747,338,4592.317023,103,4780.110497,221,4597.894736,316,5034.423897,336,4370.731707
16, Kerala .1 to 1 Mn. ,20140302,20140308,10,405,3243.088655,40,3013.452914,0,0,34,3129.863013,0,0,0,0,0,0,0,0,33,3486.792452,0,0,0,0,44,3781.074168,47,3548.764044,231,2964.705882,174,3704.942965,33,3004.878048,63,3458.823529,100,3492.723492,209,3114.146341
17, Kerala 1 Mn.+ ,20140302,20140308,10,117,2964.705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2821.374045,69,2995.348837,49,2982.608695,20,2934.497816,30,3073.170731,24,2849.469964,44,3041.975308
18, MAH .1 to 1 Mn. ,20140302,20140308,10,1053,3622.483874,137,3530.061349,120,3481.865284,93,2959.090909,107,4080.817253,131,4216.091954,110,4111.234705,72,2693.986636,63,3464.484451,61,4191.411042,45,4153.846153,64,3846.869409,50,3333.333333,386,3635.996635,667,3614.126753,120,3313.064913,274,3636.018957,294,4100.622665,365,3398.171238
19, MAHA L C I ,20140302,20140308,10,977,3535.128149,120,3246.376811,93,3224.767801,119,3579.588182,93,3075.590551,88,3102.623294,100,4023.952095,66,3790.76923,63,4039.694656,53,3710,58,4060,69,4039.02439,58,3813.69863,618,3639.116719,359,3369.385474,97,3816.393442,209,3514.714714,288,3700.497131,384,3378.47604
20, MAHrest 1 Mn.+ (Including Pune) ,20140302,20140308,10,1061,4004.673107,108,3672.874493,92,3367.320261,142,3959.502074,109,4482.741738,121,4029.335976,106,4317.090909,70,3849.427168,80,3884.393063,45,3136.92946,68,5545.631067,61,3964.410058,58,4585.411764,0,0,1061,4004.673107,245,4274.143302,205,3929.264118,282,4201.862527,329,3724.528301
21, MP .1 to 1 Mn. ,20140302,20140308,10,448,3031.782477,56,2475.789473,0,0,46,2509.090909,64,3916.93989,0,0,0,0,0,0,39,3798.260869,0,0,0,0,0,0,0,0,318,3307.987616,130,2519.031141,53,2657.910447,92,2894.382022,72,2709.070548,232,3339.845758
22, MP 1 Mn.+ ,20140302,20140308,10,482,3620.657276,0,0,0,0,60,3549.295774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,3620.657276,96,3694.84536,93,3143.661971,97,3325.714285,196,4050.184501
23, Orissa .1 to 1 Mn. ,20140302,20140308,10,318,3451.16279,0,0,0,0,0,0,0,0,31,2893.333333,37,4089.473684,0,0,0,0,0,0,0,0,0,0,0,0,211,3244.668192,107,3946.432491,86,3602.992518,78,3412.5,60,3475.862068,93,3299.68321
24, PHCHP .1 to 1Mn. (Including PCHP .1 to 1 Mn.) ,20140302,20140308,10,843,3204.525398,124,3222.273781,78,2921.73913,103,3255.691439,89,3602.891566,51,2644.444444,72,3710.429447,56,2935.413416,76,3684.848484,59,3116.981132,39,4069.565217,50,2781.456953,45,2695.187165,304,2787.772925,538,3492.426584,155,3195.092024,208,2951.351351,155,2996.547756,325,3519.174991
25, PHCHP 1 Mn.+ (Including Punjab 1Mn.+) ,20140302,20140308,10,485,3346.888478,67,3170.704225,59,3571.891891,61,3167.851622,46,3382.056892,38,2775.652173,43,3657.721518,26,3153.790613,32,4266.666666,32,3435.143769,23,3360,30,3073.170731,29,3977.142857,0,0,485,3346.888478,117,3442.381786,143,3171.485148,130,3775.280898,95,3025.592417
26, Rajasthan .1 to 1 Mn. ,20140302,20140308,10,456,2823.737559,45,2094.182825,62,3165.957446,57,3251.612903,43,2954.601226,40,2788.381742,37,2315.083798,43,2942.566191,39,3284.210526,26,3065.263157,0,0,0,0,20,2909.090909,301,3067.515923,155,2446.218882,65,2437.5,127,3325.954793,126,2946.137787,138,2560.353395
27, Rajasthan 1 Mn+ ,20140302,20140308,10,277,3191.769547,41,3514.285714,0,0,0,0,27,2774.311926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3191.769547,61,2846.666666,78,3313.274336,49,3215.625,90,3382.550335
28, TN .1 to 1 Mn. ,20140302,20140308,10,929,4447.762895,76,3546.666666,59,2660.939597,81,4219.534883,111,5144.275862,98,4772.173913,108,4984.615384,83,4759.044368,97,5468.456375,54,3607.157057,60,5448.648648,53,5176.744186,50,4615.384615,822,4443.243243,0,0,48,3453.53319,154,4872.316384,274,4348.795465,453,4515.218036
29, TNrest 1 Mn.+ ,20140302,20140308,10,352,4204.479203,0,0,0,0,0,0,0,0,30,3262.135922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,4178.952164,78,4247.649918,61,4554.666666,94,3768.973747,77,3914.069591,121,4705.555555
30, UP .1 to 1 Mn. ,20140302,20140308,10,1199,3187.971828,207,3427.895515,131,2732.216014,133,2703.448275,126,3276.780185,112,3530.206378,120,3964.601769,85,2905.391658,94,3659.791425,56,3120.398009,49,3266.666666,57,3016.062992,29,2550.78534,658,3021.566215,541,3416.842105,216,3163.731473,325,3242.280285,306,3497.142857,352,2931.152416
31, UP 1 Mn.+ ,20140302,20140308,10,1095,3540.415704,148,3467.782426,153,3963.608326,129,3100.429184,126,3662.283737,84,3101.538461,106,4093.793103,61,2979.069767,75,3594.864479,65,3391.304347,56,4315.59633,52,3848.458149,41,3426.865671,0,0,1095,3540.415704,288,3444.92702,315,3611.054247,207,3470.658682,284,3603.625377
32, WB .1 to 1 Mn. ,20140302,20140308,10,400,3329.204855,0,0,0,0,0,0,0,0,43,2918.787878,37,3306.382978,0,0,0,0,0,0,0,0,0,0,0,0,354,3249.836065,46,4099.734748,37,2738.325991,84,3101.538461,105,3070.496083,173,3814.173228
33, WBrest  1 Mn.+ ,20140302,20140308,10,137,3357.549234,0,0,0,0,0,0,0,0,10,3140.186915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3276,20,3929.824561,17,3121.311475,23,3233.472803,31,3437.623762,66,3427.511591
34, GUJ L C I(WEF 30th Dec 2012) ,20140302,20140308,10,478,3492.996955,56,3115.231788,49,3724.886877,39,2899.115044,47,3493.805309,42,3855.737704,55,3915.254237,36,3600,36,3495.953757,32,3881.588447,32,3644.745762,29,3325.597269,25,3181.818181,328,3606.282722,151,3288.139987,23,3247.058823,72,3360,121,3529.166666,263,3551.768488
35, MP L C I(WEF 30th Dec 2012) ,20140302,20140308,10,760,3149.093599,65,2927.613941,79,3351.515151,75,2964.705882,94,3501.552106,54,2618.181818,76,3200,59,2911.013215,83,3961.363636,53,3168.683274,45,3230.76923,45,3024,33,2691.262135,509,3147.29481,250,3141.361256,81,2721.6,157,3248.275862,165,2931.782125,357,3337.562604
36, PHCHP L C I(WEF 30th Dec 2012) ,20140302,20140308,10,706,3272.847682,64,2929.700272,71,3798.726114,56,2646.413502,75,3569.405099,60,3106.317411,70,3384.172661,50,3082.568807,79,3754.455445,39,2361.081081,51,3766.153846,47,3403.448275,43,3630.150753,385,3103.646833,322,3512.727272,89,3005.427135,199,3058.737419,170,3356.051703,249,3539.086294
37, RAJ L C I(WEF 30th Dec 2012) ,20140302,20140308,10,537,2714.487738,73,3314.594594,0,0,61,2923.823109,48,2626.710097,45,2690.391459,0,0,0,0,55,2834.355828,0,0,0,0,0,0,0,0,308,2718.360914,230,2721.12676,54,3054.545454,119,2492.768079,110,2566.666666,255,2846.511627
38, UP L C I(WEF 30th Dec 2012) ,20140302,20140308,10,1321,2678.995654,115,2304.11449,127,2861.97183,113,2195.951417,151,3093.658536,118,2827.960057,152,3025.592417,123,2834.567901,157,3047.487001,99,2495.423855,70,2806.682577,51,2139.325842,46,1981.538461,623,2952.856538,698,2474.18504,107,2340.625,254,2681.244109,235,2177.005789,725,2962.782777
39, *Pune ,20140302,20140308,10,647,4179.008073,0,0,0,0,80,3617.765814,64,4442.975206,83,4601.980198,66,4852.516411,0,0,43,3894.339622,0,0,0,0,0,0,0,0,0,0,647,4179.008073,174,4518.083462,114,4303.820224,182,4273.375262,178,3766.246851
40, *Ahmedabad ,20140302,20140308,10,491,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,3437,93,3127.927927,117,3619.889502,115,4119.402985,166,3138.773213
41, PCHP .1 to 1 Mn. ,20140302,20140308,10,357,2865.551839,55,3085.141903,38,2812.334801,36,2244.155844,42,3694.240837,0,0,29,3280.80808,0,0,32,3318.518518,26,2730,0,0,0,0,15,2007.968127,3,126.633165,354,3508.672566,44,3158.974358,82,2444.720496,88,2918.854886,143,3046.797717
42, Punjab 1Mn.+ ,20140302,20140308,10,301,3430.664857,0,0,0,0,36,3495.953757,0,0,25,2866.894197,28,3763.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,3430.664857,70,3408.695652,92,3316.738197,83,3927.887323,56,3054.545454
1, *Bangalore ,20140223,20140301,9,1040,4813.88621,100,3758.389261,80,3807.365439,112,4386.013986,123,5374.252275,81,4161.467889,115,5520,62,3591.724137,84,5427.692307,64,5132.21957,61,7216.901408,78,5760,78,6240,0,0,1040,4813.88621,187,4009.700063,313,4760.887279,255,4870.949403,284,5538.247243
2, *Calcutta ,20140223,20140301,9,1482,3806.681446,117,3454.481546,113,3393.02949,129,3024.703419,141,3902.471169,134,3350,143,4356.119673,91,3435.505617,125,4146.100691,66,2747.95539,124,5653.188602,175,4572.317262,125,4208.416833,0,0,1482,3806.681446,231,3580.0738,341,3890.526315,311,3795.713766,598,3852.885906
3, *Chennai ,20140223,20140301,9,1045,4532.920216,82,3630.039525,86,3728.516129,76,3195.994993,112,4715.789473,103,4482.901554,104,4634.482758,61,3987.548638,88,5949.295774,51,4109.352517,70,5708.737864,117,5867.462686,95,5512.953367,609,4576.694251,436,4473.160305,213,4134.488734,275,4901.856763,273,4639.757207,284,4432.141198
4, *Delhi ,20140223,20140301,9,2097,3749.62482,292,3539.393939,270,3773.710482,248,3477.796327,201,3727.152317,204,3335.474452,183,3688.542291,107,3490.485436,149,4327.052722,135,3867.007672,114,4923.393316,115,4326.987681,79,4064.931087,0,0,2097,3749.62482,614,3617.464492,531,3659.064807,386,4217.756097,565,3695.542145
5, *Hyderabad ,20140223,20140301,9,961,4509.72067,103,2935.368956,90,3452.054794,104,3966.401816,103,4523.921568,98,4929.341317,136,6337.864077,62,5019.759036,92,6157.768924,54,4864.343163,44,6689.59276,37,4130.232558,39,5098.832684,148,3669.963099,813,4705.736434,165,4496.350364,218,4922.580645,291,4876.608478,286,3948.069022
6, *Mumbai ,20140223,20140301,9,2230,3876.655629,273,3946.987951,213,3399.904988,259,3527.523307,226,4147.241944,231,3638.818565,223,4218.918918,168,3796.099529,153,4016.25,127,4056.273764,140,4580.331061,118,3945.074626,97,3880,113,3310.200523,2116,3910.543974,360,3940.065146,536,3903.250975,599,4021.258741,734,3714.776321
7, AP .1 to 1 Mn. ,20140223,20140301,9,951,4220.52569,101,3452.288911,97,3416.352201,84,3651.228978,130,5529.113924,62,3290.99526,118,5076.568501,78,3650.139275,98,5648.027444,54,4749.738219,0,0,38,4328.135593,47,4268.108108,836,4260.518731,115,3950.920245,72,4135.384615,150,4367.417677,297,4540.127388,431,3985.030269
8, APrest 1 Mn.+ ,20140223,20140301,9,391,4849.612403,0,0,0,0,34,3846.464646,44,4911.627906,0,0,0,0,0,0,68,7276.433121,0,0,0,0,0,0,0,0,124,4344.525547,267,5126.4,58,3486.225402,67,5372.792362,105,5608.90302,161,4908.892921
9, Assam .5Mn.+ ,20140223,20140301,9,101,3520.33195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3469.216061,47,3580.95238,22,2821.374045,25,3716.814159,22,3553.846153,32,3997.026022
10, Bihar 1Mn.+ ,20140223,20140301,9,192,3253.252647,28,3301.052631,20,2986.666666,24,2839.436619,0,0,22,3438.139534,17,3022.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,3253.252647,45,3143.451143,55,3175.257731,36,3827.848101,57,3165.619834
11, Chattisgarh .1 to 1Mn. ,20140223,20140301,9,318,3314.14392,35,2636.7713,0,0,40,3360,34,3482.926829,0,0,0,0,0,0,45,3886.88946,0,0,0,0,0,0,0,0,176,3267.18232,142,3374.257425,49,3015.384615,75,3206.10687,86,4243.171806,109,3021.782178
12, Guj .1 to 1 Mn. ,20140223,20140301,9,455,2985.354422,59,2906.744868,0,0,49,2814.358974,51,3825,34,2499.781181,41,3088.789237,37,2974.162679,36,3158.224543,0,0,0,0,33,3422.222222,27,2782.822085,291,3028.996282,163,2893.185419,39,2782.165605,110,2954.43645,102,2977.584708,203,3035.514018
13, Guj 1 Mn.+ (Including Ahmedabad) ,20140223,20140301,9,1180,3357.154953,175,3693.467336,123,3290.445859,144,3101.538461,137,3682.56,72,2478.688524,102,3588.691099,75,3092.024539,76,3811.343283,86,3395.534665,61,3321.880064,69,3197.793103,60,3705.882352,0,0,1180,3357.154953,169,3104.647348,276,3474.55976,288,3639.26288,447,3227.852998
14, Jharkhand .5Mn.+(WEF 3rd April 2011) ,20140223,20140301,9,315,3308.533916,45,3467.889908,0,0,37,2851.376146,28,2791.691394,0,0,30,3692.307692,28,3015.384615,0,0,0,0,0,0,0,0,0,0,208,3420.851688,107,3110.034602,75,3281.25,82,2870,55,3526.717557,104,3689.968321
15, KAR .1 to 1 Mn. ,20140223,20140301,9,1050,5017.778409,96,3517.557251,95,4015.094339,118,5655.920114,110,5042.29195,88,4570.015455,101,5395.230524,81,4993.761467,73,5511.910112,0,0,67,6253.333333,72,5639.160839,85,6461.538461,698,5145.414655,352,4782.531338,110,5104.972375,218,4535.479876,331,5352.069297,391,5025.860749
16, Kerala .1 to 1 Mn. ,20140223,20140301,9,416,3331.172545,45,3483.870967,0,0,35,3127.659574,0,0,0,0,29,2824.347826,0,0,39,4412.121212,0,0,0,0,40,3481.865284,46,3367.320261,227,2913.368983,190,4045.627376,34,3095.934959,62,3403.921568,98,3422.869022,223,3322.749445
17, Kerala 1 Mn.+ ,20140223,20140301,9,120,3040.723981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3077.862595,72,3125.581395,48,2921.73913,22,3092.887029,29,3064.150943,26,2981.569965,44,3112.421052
18, MAH .1 to 1 Mn. ,20140223,20140301,9,1039,3574.321695,122,3360,136,3682.19178,101,3177.528089,103,3928.263337,103,3499.292214,115,4293.333333,84,3031.578947,71,3841.545893,61,4200,43,3822.222222,56,3295.271453,44,3073.596673,381,3588.898233,658,3565.360425,118,3257.847165,274,3636.018957,271,3779.825653,376,3500.581878
19, MAHA L C I ,20140223,20140301,9,956,3459.142795,118,3161.722488,94,3303.76569,107,3595.2,86,2844.094488,108,3391.401869,88,3541.077844,65,3942.238267,66,4207.969639,49,3266.666666,54,3876.923076,68,3932.53012,51,3289.0595,609,3586.119873,347,3256.759776,89,3501.639344,203,3413.813813,277,3559.158699,386,3396.07227
20, MAHrest 1 Mn.+ (Including Pune) ,20140223,20140301,9,975,3680.071893,105,3581.725888,91,3319.869706,124,3457.59336,102,4241.584158,108,3596.432111,100,4028.776978,72,3682.19178,85,4262.686567,41,3047.78761,60,4480,48,3219.161676,40,3286.063569,0,0,975,3680.071893,209,3646.105919,191,3660.92413,254,3784.656319,321,3633.962264
21, MP .1 to 1 Mn. ,20140223,20140301,9,467,3160.362537,57,2674.860335,0,0,47,2530.76923,58,3836.220472,0,0,0,0,0,0,40,3111.111111,0,0,0,0,0,0,0,0,333,3464.024767,134,2596.539792,54,2852.830188,96,3146.926829,66,2534.4,251,3472.046109
22, MP 1 Mn.+ ,20140223,20140301,9,463,3477.934272,0,0,0,0,54,3194.366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,3477.934272,97,3733.333333,87,2940.84507,91,3120,187,3864.206642
23, Orissa .1 to 1 Mn. ,20140223,20140301,9,316,3429.457364,0,0,0,0,0,0,0,0,34,3155.801104,37,3678.106508,0,0,0,0,0,0,0,0,0,0,0,0,216,3321.556064,100,3688.254665,78,3522.580645,83,3543.583227,59,3182.022471,95,3388.535031
24, PHCHP .1 to 1Mn. (Including PCHP .1 to 1 Mn.) ,20140223,20140301,9,841,3196.922728,111,2983.68,87,3109.787234,103,3038.454784,87,3600,61,3009.691629,70,3542.168674,51,2980.173913,84,4322.205206,53,2611.143695,35,3239.669421,49,3203.11284,51,3032.920353,329,3017.030567,512,3323.647604,155,3649.614576,194,2561.257367,159,3063.302752,333,3582.708933
25, PHCHP 1 Mn.+ (Including Punjab 1Mn.+) ,20140223,20140301,9,479,3305.483672,69,3265.352112,57,3450.81081,55,2856.259659,47,3455.579868,37,2702.608695,48,4083.037974,0,0,28,3763.2,32,3228.828828,25,3800.904977,29,2926.126126,29,3821.17647,0,0,479,3305.483672,113,3324.69352,134,2971.881188,134,3891.443388,99,3152.985781
26, Rajasthan .1 to 1 Mn. ,20140223,20140301,9,505,3127.165499,46,2293.175074,74,3526.80851,65,3652.173913,44,2805.313092,43,3154.585152,43,3054.545454,44,3352.380952,41,3523.273657,0,0,0,0,0,0,0,0,327,3332.484076,178,2809.2062,85,3176.863181,138,3622.5,126,3039.195979,156,2825.660377
27, Rajasthan 1 Mn+ ,20140223,20140301,9,273,3145.679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,3145.679012,61,2846.666666,84,3568.141592,48,3150,80,3006.711409
