RCLNT,RYEAR,DOCNR,RLDNR,RBUKRS,DOCLN,ACTIV,RMVCT,RTCUR,RUNIT,AWTYP,RRCTY,RVERS,LOGSYS,RACCT,COST_ELEM,RCNTR,PRCTR,RFAREA,RBUSA,KOKRS,SEGMENT,ZZZONE,SCNTR,PPRCTR,SFAREA,SBUSA,RASSC,PSEGMENT,TSL,HSL,KSL,OSL,MSL,WSL,DRCRK,POPER,RWCUR,GJAHR,BUDAT,BELNR,BUZEI,BSCHL,BSTAT,LINETYPE,XSPLITMOD,USNAM,KUNNR
300,2014,200000979,0L,2000,3,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-20575,-20575,-1280072.5,0,0,-20575,H,9,USD,2014,00:00.0,200000979,3,17,,2000,X,20000003,1700113
300,2014,200000979,0L,2000,4,RFBU,,USD,,BKPF,0,1,,225010,,,20001M01,,1000,1000,,,,,,,,,75,75,4788.75,0,0,75,S,9,USD,2014,00:00.0,200000979,4,7,,2000,X,20000003,1700113
300,2014,200000980,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225010,,,20001M01,,1000,1000,,,,,,,,,75,75,4788.75,0,0,75,S,9,USD,2014,00:00.0,200000980,2,7,,2000,X,20000003,1700562
300,2014,200000980,0L,2000,3,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-3400,-3400,-211140,0,0,-3400,H,9,USD,2014,00:00.0,200000980,2,17,,2000,X,20000003,1700562
300,2014,200000981,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225010,,,20001M01,,1000,1000,,,,,,,,,25,25,1596.25,0,0,25,S,9,USD,2014,00:00.0,200000981,2,7,,2000,X,20000003,1302199
300,2014,200000981,0L,2000,3,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-42000,-42000,-2616600,0,0,-42000,H,9,USD,2014,00:00.0,200000981,2,17,,2000,X,20000003,1302199
300,2014,200000982,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-1115.6,-1115.6,-71231.06,0,0,-1115.6,H,9,USD,2014,00:00.0,200000982,2,17,,2000,X,20000003,1700094
300,2014,200000983,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225006,,,20002M05,,1000,1000,,,,,,,,,-50000,-50000,-3095000,0,0,-50000,H,9,USD,2014,00:00.0,200000983,2,17,,2000,X,20000003,1700550
300,2014,200000984,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-100000,-100000,-6190000,0,0,-100000,H,9,USD,2014,00:00.0,200000984,2,17,,2000,X,20000003,1302308
300,2014,200000985,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225010,,,20001M01,,1000,1000,,,,,,,,,27,27,1723.95,0,0,27,S,9,USD,2014,00:00.0,200000985,2,7,,2000,X,20000003,1302031
300,2014,200000985,0L,2000,3,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-87000,-87000,-5554950,0,0,-87000,H,9,USD,2014,00:00.0,200000985,2,17,,2000,X,20000003,1302031
300,2014,200000987,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225010,,,20001M01,,1000,1000,,,,,,,,,60,60,3831,0,0,60,S,9,USD,2014,00:00.0,200000987,2,7,,2000,X,20000003,1302179
300,2014,200000987,0L,2000,3,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-40950,-40950,-2559375,0,0,-40950,H,9,USD,2014,00:00.0,200000987,2,17,,2000,X,20000003,1302179
300,2014,200000988,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225013,,,20001M01,,1000,1000,,,,,,,,,-17999.99,-17999.99,-1149299.36,0,0,-17999.99,H,9,USD,2014,00:00.0,200000988,1,17,,2000,X,10100858,1500270
300,2014,200000988,0L,2000,3,RFBU,,GBP,,BKPF,0,1,,225013,,,20003M01,,1000,1000,,,,,,,,,-22500,-36303.76,-2293312.5,0,0,-36303.76,H,9,USD,2014,00:00.0,200000988,3,17,,2000,X,10100858,1500270
300,2014,200000989,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,-16018,-16018,-1022749.3,0,0,-16018,H,9,USD,2014,00:00.0,200000989,1,17,,2000,X,10100858,1700538
300,2014,200000989,0L,2000,3,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,-23940,-23940,-1478295,0,0,-23940,H,9,USD,2014,00:00.0,200000989,3,17,,2000,X,10100858,1700538
300,2014,200000990,0L,2000,2,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,-44550,-44550,-2750962.5,0,0,-44550,H,9,USD,2014,00:00.0,200000990,2,17,,2000,X,20000003,1302175
300,2014,200001043,0L,4100,2,RFBU,,INR,,BKPF,0,1,,225000,,,41001K01,,1000,1000,,,,,,,,,-20022,-20022,-20022,0,0,-20022,H,9,INR,2014,00:00.0,200001043,2,17,,2000,X,41100147,1414918
300,2014,200001044,0L,4100,2,RFBU,,INR,,BKPF,0,1,,225000,,,41001K01,,1000,1000,,,,,,,,,-190725,-190725,-190725,0,0,-190725,H,9,INR,2014,00:00.0,200001044,2,17,,2000,X,41100147,1414918
300,2014,200001045,0L,4100,2,RFBU,,INR,,BKPF,0,1,,225000,,,41001K01,,1000,1000,,,,,,,,,-199471,-199471,-199471,0,0,-199471,H,9,INR,2014,00:00.0,200001045,2,17,,2000,X,41100147,1414918
300,2014,200001046,0L,4100,2,RFBU,,INR,,BKPF,0,1,,225000,,,41001K01,,1000,1000,,,,,,,,,-188976,-188976,-188976,0,0,-188976,H,9,INR,2014,00:00.0,200001046,2,17,,2000,X,41100147,1414918
300,2014,200001047,0L,4100,2,RFBU,,INR,,BKPF,0,1,,225000,,,41001K01,,1000,1000,,,,,,,,,-200252,-200252,-200252,0,0,-200252,H,9,INR,2014,00:00.0,200001047,2,17,,2000,X,41100147,1414918
300,2014,200079333,0L,1000,1,RFBU,,INR,,BKPF,0,1,,225917,,,10023B01,,1000,1000,,,,,,,,,46807,46807,46807,0,0,46807,S,10,INR,2014,00:00.0,200079333,1,7,,2000,X,10100465,1301186
300,2014,200079335,0L,1000,1,RFBU,,INR,,BKPF,0,1,,225917,,,10023B01,,1000,1000,,,,,,,,,-3193,-3193,-3193,0,0,-3193,H,10,INR,2014,00:00.0,200079335,1,17,,2000,X,10100465,1301186
300,2014,200079335,0L,1000,2,RFBU,,INR,,BKPF,0,1,,225917,,,10023B01,,1000,1000,,,,,,,,,3193,3193,3193,0,0,3193,S,10,INR,2014,00:00.0,200079335,2,,,2000,X,10100465,1301186
300,2014,200079336,0L,1000,1,RFBU,,INR,,BKPF,0,1,,225917,,,10038C01,,1000,1000,,,,,,,,,-10226,-10226,-10226,0,0,-10226,H,10,INR,2014,00:00.0,200079336,1,17,,2000,X,10100238,1301186
300,2014,200079336,0L,1000,3,RFBU,,INR,,BKPF,0,1,,225917,,,10038C01,,1000,1000,,,,,,,,,-12190,-12190,-12190,0,0,-12190,H,10,INR,2014,00:00.0,200079336,3,17,,2000,X,10100238,1301186
300,2014,200079336,0L,1000,4,RFBU,,INR,,BKPF,0,1,,225917,,,10038C01,,1000,1000,,,,,,,,,-69979,-69979,-69979,0,0,-69979,H,10,INR,2014,00:00.0,200079336,4,,,2000,X,10100238,1301186
300,2014,200079336,0L,1000,5,RFBU,,INR,,BKPF,0,1,,225917,,,10038C01,,1000,1000,,,,,,,,,-7605,-7605,-7605,0,0,-7605,H,10,INR,2014,00:00.0,200079336,5,,,2000,X,10100238,1301186
300,2014,800000040,0L,2040,1,RFBU,,USD,,BKPF,0,1,,225004,,,20401D01,,1000,1000,,,,,,,,,-15000,-55050,-957750,0,0,-15000,H,9,USD,2014,00:00.0,800000040,1,11,,2000,X,20400012,1700178
300,2014,800000041,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,-3437.89,-3437.89,-219509.28,0,0,-3437.89,H,9,USD,2014,00:00.0,800000041,1,11,,2000,X,50100120,1003518
300,2014,800000042,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,-4382.35,-4382.35,-279813.05,0,0,-4382.35,H,9,USD,2014,00:00.0,800000042,1,11,,2000,X,50100120,1003518
300,2014,900000010,0L,2030,1,RFBU,,ZAR,,BKPF,0,1,,225000,,,20302M01,,1000,1000,,,,,,,,,46587.72,46587.72,273083.24,0,0,46587.72,S,8,ZAR,2014,00:00.0,900000010,1,1,,2000,X,20300010,1012481
300,2014,900000011,0L,2030,1,RFBU,,ZAR,,BKPF,0,1,,225000,,,20302M01,,1000,1000,,,,,,,,,3727.13,3727.13,21847.32,0,0,3727.13,S,8,ZAR,2014,00:00.0,900000011,1,1,,2000,X,20300010,1012481
300,2014,900000012,0L,2030,1,RFBU,,ZAR,,BKPF,0,1,,225000,,,20302M01,,1000,1000,,,,,,,,,46587.72,46587.72,273083.24,0,0,46587.72,S,9,ZAR,2014,00:00.0,900000012,1,1,,2000,X,20300010,1012481
300,2014,900000013,0L,2030,1,RFBU,,ZAR,,BKPF,0,1,,225000,,,20302M01,,1000,1000,,,,,,,,,46589.62,46589.62,273094.38,0,0,46589.62,S,9,ZAR,2014,00:00.0,900000013,1,1,,2000,X,20300010,1012481
300,2014,900000014,0L,2030,1,RFBU,,ZAR,,BKPF,0,1,,225000,,,20302M01,,1000,1000,,,,,,,,,11181.5,11181.5,65542.6,0,0,11181.5,S,9,ZAR,2014,00:00.0,900000014,1,1,,2000,X,20300010,1012477
300,2014,900000015,0L,2030,1,RFBU,,ZAR,,BKPF,0,1,,225000,,,20302M01,,1000,1000,,,,,,,,,3727.17,3727.17,21847.55,0,0,3727.17,S,9,ZAR,2014,00:00.0,900000015,1,1,,2000,X,20300010,1012481
300,2014,900000016,0L,2030,1,RFBU,,ZAR,,BKPF,0,1,,225000,,,20302M01,,1000,1000,,,,,,,,,3727.17,3727.17,21847.55,0,0,3727.17,S,9,ZAR,2014,00:00.0,900000016,1,1,,2000,X,20300010,1012610
300,2014,900000061,0L,4000,1,RFBU,,USD,,BKPF,0,1,,225006,,,40001N01,,1000,1000,,,,,,,2000,,36360,2239776,2321586,0,0,36360,S,9,USD,2014,00:00.0,900000061,1,1,,2000,X,40101322,1700006
300,2014,900000061,0L,4000,2,RFBU,,USD,,BKPF,0,1,,225006,,,40002N01,,1000,1000,,,,,,,2000,,6120,376992,390762,0,0,6120,S,9,USD,2014,00:00.0,900000061,1,1,,2000,X,40101322,1700006
300,2014,900000061,0L,4000,3,RFBU,,USD,,BKPF,0,1,,225006,,,40003N01,,1000,1000,,,,,,,2000,,118980,7329168,7596873,0,0,118980,S,9,USD,2014,00:00.0,900000061,1,1,,2000,X,40101322,1700006
300,2014,900000395,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20005M02,,1000,1000,,,,,,,,,7000,7000,432950,0,0,7000,S,7,USD,2014,00:00.0,900000395,1,1,,2000,X,20000003,1700537
300,2014,900000396,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20005M02,,1000,1000,,,,,,,,,14000,14000,866600,0,0,14000,S,8,USD,2014,00:00.0,900000396,1,1,,2000,X,20000003,1700537
300,2014,900000397,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20005M02,,1000,1000,,,,,,,,,7000,7000,446600,0,0,7000,S,10,USD,2014,00:00.0,900000397,1,1,,2000,X,20000003,1700537
300,2014,900000398,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,45000,45000,2873250,0,0,45000,S,9,USD,2014,00:00.0,900000398,1,1,,2000,X,20000003,1700720
300,2014,900000399,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,45000,45000,2871000,0,0,45000,S,10,USD,2014,00:00.0,900000399,1,1,,2000,X,20000003,1700720
300,2014,900000400,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,120844.6,120844.6,7480280.74,0,0,120844.6,S,8,USD,2014,00:00.0,900000400,1,1,,2000,X,20000003,1700340
300,2014,900000401,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,120746.5,120746.5,7709664.03,0,0,120746.5,S,9,USD,2014,00:00.0,900000401,1,1,,2000,X,20000003,1700340
300,2014,900000402,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,47500,47500,2947375,0,0,47500,S,7,USD,2014,00:00.0,900000402,1,1,,2000,X,20000003,1700717
300,2014,900000403,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,47447.58,47447.58,3029527.98,0,0,47447.58,S,9,USD,2014,00:00.0,900000403,1,1,,2000,X,20000003,1700717
300,2014,900000404,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,26500,26500,1690700,0,0,26500,S,10,USD,2014,00:00.0,900000404,1,1,,2000,X,20000003,1700717
300,2014,900000405,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,55000,55000,3511750,0,0,55000,S,9,USD,2014,00:00.0,900000405,1,1,,2000,X,20000003,1700717
300,2014,900000406,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,27500,27500,1754500,0,0,27500,S,10,USD,2014,00:00.0,900000406,1,1,,2000,X,20000003,1700717
300,2014,900000407,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,10000,10000,618500,0,0,10000,S,7,USD,2014,00:00.0,900000407,1,1,,2000,X,20000003,1700380
300,2014,900000408,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,20000,20000,1238000,0,0,20000,S,8,USD,2014,00:00.0,900000408,1,1,,2000,X,20000003,1700380
300,2014,900000409,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,10000,10000,638000,0,0,10000,S,10,USD,2014,00:00.0,900000409,1,1,,2000,X,20000003,1700380
300,2014,900000410,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20005M02,,1000,1000,,,,,,,,,20000,20000,1238000,0,0,20000,S,8,USD,2014,00:00.0,900000410,1,1,,2000,X,20000003,1700536
300,2014,900000411,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20005M02,,1000,1000,,,,,,,,,20000,20000,1277000,0,0,20000,S,9,USD,2014,00:00.0,900000411,1,1,,2000,X,20000003,1700536
300,2014,900000412,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20005M02,,1000,1000,,,,,,,,,20000,20000,1276000,0,0,20000,S,10,USD,2014,00:00.0,900000412,1,1,,2000,X,20000003,1700536
300,2014,900000413,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,267900,267900,16542825,0,0,267900,S,7,USD,2014,00:00.0,900000413,1,1,,2000,X,20000003,1700346
300,2014,900000414,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,267900,267900,16623195,0,0,267900,S,8,USD,2014,00:00.0,900000414,1,1,,2000,X,20000003,1700346
300,2014,900000415,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,267900,267900,16583010,0,0,267900,S,9,USD,2014,00:00.0,900000415,1,1,,2000,X,20000003,1700346
300,2014,900000416,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225002,,,20005M02,,1000,1000,,,,,,,,,122000,122000,7789700,0,0,122000,S,9,USD,2014,00:00.0,900000416,1,1,,2000,X,20000003,1700340
300,2014,900000417,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20011M02,,1000,1000,,,,,,,,,-75000,-75000,-4631250,0,0,-75000,S,7,USD,2014,00:00.0,900000417,1,12,,2000,X,20100028,1700089
300,2014,900000418,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20011M02,,1000,1000,,,,,,,,,48017.57,48017.57,2965084.95,0,0,48017.57,S,7,USD,2014,00:00.0,900000418,1,,,2000,X,20100028,1700089
300,2014,900000419,0L,2000,1,RFBU,,GBP,,BKPF,0,1,,225013,,,20001M01,,1000,1000,,,,,,,,,11250,18151.88,1123875,0,0,11250,S,9,GBP,2014,00:00.0,900000419,1,1,,2000,X,10100858,1500270
300,2014,900000420,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20011M02,,1000,1000,,,,,,,,,75000,75000,4631250,0,0,75000,S,9,USD,2014,00:00.0,900000420,1,1,,2000,X,20100028,1700089
300,2014,900000421,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225004,,,20011M02,,1000,1000,,,,,,,,,-15000,-15000,-926250,0,0,-15000,S,7,USD,2014,00:00.0,900000421,1,12,,2000,X,20100028,1700089
300,2014,900000422,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20004M16,,1000,1000,,,,,,,,,18750,18750,1168125,0,0,18750,S,7,USD,2014,00:00.0,900000422,1,1,,2000,X,20000003,1302151
300,2014,900000423,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20004M16,,1000,1000,,,,,,,,,18750,18750,1197187.5,0,0,18750,S,9,USD,2014,00:00.0,900000423,1,1,,2000,X,20000003,1302151
300,2014,900000424,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20004M16,,1000,1000,,,,,,,,,11250,11250,718312.5,0,0,11250,S,9,USD,2014,00:00.0,900000424,1,1,,2000,X,20000003,1301521
300,2014,900000425,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20004M16,,1000,1000,,,,,,,,,4500,4500,280350,0,0,4500,S,7,USD,2014,00:00.0,900000425,1,1,,2000,X,20000003,1301535
300,2014,900000426,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20004M16,,1000,1000,,,,,,,,,4500,4500,278550,0,0,4500,S,8,USD,2014,00:00.0,900000426,1,1,,2000,X,20000003,1301535
300,2014,900000427,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20004M16,,1000,1000,,,,,,,,,4500,4500,278550,0,0,4500,S,9,USD,2014,00:00.0,900000427,1,1,,2000,X,20000003,1301535
300,2014,900000428,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,10000,10000,625000,0,0,10000,S,9,USD,2014,00:00.0,900000428,1,1,,2000,X,20000003,1302132
300,2014,900000429,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,34000,34000,2104600,0,0,34000,S,8,USD,2014,00:00.0,900000429,1,1,,2000,X,20000003,1302035
300,2014,900000430,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,27070.68,27070.68,1691917.5,0,0,27070.68,S,9,USD,2014,00:00.0,900000430,1,1,,2000,X,20000003,1301950
300,2014,900000431,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,40100,40100,2498230,0,0,40100,S,7,USD,2014,00:00.0,900000431,1,1,,2000,X,20000003,1302213
300,2014,900000432,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,18270,18270,1133653.5,0,0,18270,S,7,USD,2014,00:00.0,900000432,1,1,,2000,X,20000003,1700538
300,2014,900000433,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,9000,9000,562500,0,0,9000,S,9,USD,2014,00:00.0,900000433,1,1,,2000,X,20000003,1700538
300,2014,900000434,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,38811.22,38811.22,2478096.4,0,0,38811.22,S,9,USD,2014,00:00.0,900000434,1,1,,2000,X,20000003,1700560
300,2014,900000435,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,37561.22,37561.22,2398283.9,0,0,37561.22,S,9,USD,2014,00:00.0,900000435,1,1,,2000,X,20000003,1700560
300,2014,900000436,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,48978,48978,3051329.4,0,0,48978,S,7,USD,2014,00:00.0,900000436,1,1,,2000,X,20000003,1301975
300,2014,900000437,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,26146,26146,1618437.4,0,0,26146,S,9,USD,2014,00:00.0,900000437,1,1,,2000,X,20000003,1301975
300,2014,900000438,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20005M03,,1000,1000,,,,,,,,,104520,104520,6469788,0,0,104520,S,8,USD,2014,00:00.0,900000438,1,1,,2000,X,20000003,1302028
300,2014,900000439,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,35000,35000,2180500,0,0,35000,S,7,USD,2014,00:00.0,900000439,1,1,,2000,X,20000003,1301885
300,2014,900000440,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,35000,35000,2180500,0,0,35000,S,7,USD,2014,00:00.0,900000440,1,1,,2000,X,20000003,1301885
300,2014,900000441,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,47200,47200,2928760,0,0,47200,S,7,USD,2014,00:00.0,900000441,1,1,,2000,X,20000003,1301885
300,2014,900000442,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,53700,53700,3345510,0,0,53700,S,7,USD,2014,00:00.0,900000442,1,1,,2000,X,20000003,1301916
300,2014,900000443,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,5000,5000,311500,0,0,5000,S,7,USD,2014,00:00.0,900000443,1,1,,2000,X,20000003,1700113
300,2014,900000444,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,11200,11200,697760,0,0,11200,S,7,USD,2014,00:00.0,900000444,1,1,,2000,X,20000003,1700113
300,2014,900000445,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,4375,4375,270812.5,0,0,4375,S,8,USD,2014,00:00.0,900000445,1,1,,2000,X,20000003,1700113
300,2014,900000446,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,1700,1700,105910,0,0,1700,S,7,USD,2014,00:00.0,900000446,1,1,,2000,X,20000003,1700562
300,2014,900000447,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,1700,1700,105230,0,0,1700,S,8,USD,2014,00:00.0,900000447,1,1,,2000,X,20000003,1700562
300,2014,900000448,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,42000,42000,2616600,0,0,42000,S,7,USD,2014,00:00.0,900000448,1,1,,2000,X,20000003,1302199
300,2014,900000449,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,1115.6,1115.6,71231.06,0,0,1115.6,S,9,USD,2014,00:00.0,900000449,1,1,,2000,X,20000003,1700094
300,2014,900000450,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225006,,,20002M05,,1000,1000,,,,,,,,,50000,50000,3095000,0,0,50000,S,8,USD,2014,00:00.0,900000450,1,1,,2000,X,20000003,1700550
300,2014,900000451,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,100000,100000,6190000,0,0,100000,S,8,USD,2014,00:00.0,900000451,1,1,,2000,X,20000003,1302308
300,2014,900000452,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,15300,15300,947070,0,0,15300,S,8,USD,2014,00:00.0,900000452,1,1,,2000,X,20000003,1301063
300,2014,900000453,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,87000,87000,5554950,0,0,87000,S,9,USD,2014,00:00.0,900000453,1,1,,2000,X,20000003,1302031
300,2014,900000454,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,40950,40950,2559375,0,0,40950,S,9,USD,2014,00:00.0,900000454,1,1,,2000,X,20000003,1302179
300,2014,900000455,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,150000,150000,9375000,0,0,150000,S,9,USD,2014,00:00.0,900000455,1,1,,2000,X,20000003,1302308
300,2014,900000456,0L,2000,1,RFBU,,USD,,BKPF,0,1,,225010,,,20002M05,,1000,1000,,,,,,,,,44550,44550,2750962.5,0,0,44550,S,7,USD,2014,00:00.0,900000456,1,1,,2000,X,20000003,1302175
300,2014,900001446,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,-12682.91,-12682.91,-766681.91,0,0,-12682.91,S,9,USD,2014,00:00.0,900001446,1,12,,2000,X,50100120,1001142
300,2014,900001447,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,-532.91,-532.91,-32347.64,0,0,-532.91,S,9,USD,2014,00:00.0,900001447,1,12,,2000,X,50100120,1800236
300,2014,900001448,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,628.51,628.51,38496.24,0,0,628.51,S,9,USD,2014,00:00.0,900001448,1,1,,2000,X,50100120,1800236
300,2014,900001449,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,1036.47,1036.47,64002.02,0,0,1036.47,S,9,USD,2014,00:00.0,900001449,1,1,,2000,X,50100120,1800236
300,2014,900001450,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,-2051.88,-2051.88,-125677.65,0,0,-2051.88,S,9,USD,2014,00:00.0,900001450,1,12,,2000,X,50100120,1800236
300,2014,900001451,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,243.68,243.68,15558.97,0,0,243.68,S,9,USD,2014,00:00.0,900001451,1,1,,2000,X,50100120,1800236
300,2014,900001452,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,262.82,262.82,16781.06,0,0,262.82,S,9,USD,2014,00:00.0,900001452,1,1,,2000,X,50100120,1800236
300,2014,900001453,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,262.82,262.82,16781.06,0,0,262.82,S,9,USD,2014,00:00.0,900001453,1,1,,2000,X,50100120,1800236
300,2014,900001454,0L,5000,1,RFBU,,USD,,BKPF,0,1,,225000,,,50005U02,,1000,1000,,,,,,,,,-60.19,-60.19,-3686.64,0,0,-60.19,S,9,USD,2014,00:00.0,900001454,1,12,,2000,X,50100120,1800805
